YEAR,PSTATABB,FIPSST,NAMEPCAP,STHTIAN,STHTIOZ,STHTIANT,STHTIOZT,STNGENAN,STNGENOZ,STNOXAN,STNOXOZ,STSO2AN,STCO2AN,STCH4AN,STN2OAN,STCO2EQA,STHGAN,STNOXRTA,STNOXRTO,STSO2RTA,STCO2RTA,STCH4RTA,STN2ORTA,STC2ERTA,STHGRTA,STNOXRA,STNOXRO,STSO2RA,STCO2RA,STCH4RA,STN2ORA,STC2ERA,STHGRA,STNOXCRT,STNOXCRO,STSO2CRT,STCO2CRT,STCH4CRT,STN2OCRT,STHGCRT,STCNOXRT,STONOXRT,STGNOXRT,STFSNXRT,STCNXORT,STONXORT,STGNXORT,STFSNORT,STCSO2RT,STOSO2RT,STGSO2RT,STFSS2RT,STCCO2RT,STOCO2RT,STGCO2RT,STFSC2RT,STCCH4RT,STOCH4RT,STGCH4RT,STFCH4RT,STCN2ORT,STON2ORT,STGN2ORT,STFN2ORT,STCC2ERT,STOC2ERT,STGC2ERT,STFSC2ERT,STCHGRT,STFSHGRT,STCNOXR,STONOXR,STGNOXR,STFSNXR,STCNXOR,STONXOR,STGNXOR,STFSNOR,STCSO2R,STOSO2R,STGSO2R,STFSS2R,STCCO2R,STOCO2R,STGCO2R,STFSC2R,STCCH4R,STOCH4R,STGCH4R,STFCH4R,STCN2OR,STON2OR,STGN2OR,STFN2OR,STCC2ER,STOC2ER,STGC2ER,STFSC2ER,STCHGR,STFSHGR,STNBNOX,STNBNXO,STNBSO2,STNBCO2,STNBCH4,STNBN2O,STNBC2E,STNBHG,STGENACL,STGENAOL,STGENAGS,STGENANC,STGENAHY,STGENABM,STGENAWI,STGENASO,STGENAGT,STGENAOF,STGENAOP,STGENATN,STGENATR,STGENATH,STGENACY,STGENACN,STCLPR,STOLPR,STGSPR,STNCPR,STHYPR,STBMPR,STWIPR,STSOPR,STGTPR,STOFPR,STOPPR,STTNPR,STTRPR,STTHPR,STCYPR,STCNPR,STNBGNCL,STNBGNOL,STNBGNGS,STNBGNNC,STNBGNHY,STNBGNBM,STNBGNWI,STNBGNSO,STNBGNGT,STNBGNOF,STNBGNOP,STNBCLPR,STNBOLPR,STNBGSPR,STNBNCPR,STNBHYPR,STNBBMPR,STNBWIPR,STNBSOPR,STNBGTPR,STNBOFPR,STNBOPPR
2018,GA,13,52507,777681894,379076436,1188814983,550162043,129232893,58411024,28765,8405,19639,59863746,10200652,1490729,60213373,--,0.445,0.288,0.304,926.448,0.079,0.012,931.858,--,0.074,0.044,0.051,153.954,0.013,0.002,154.853,--,0.642,0.415,0.438,1335.22,0.114,0.017,--,1.402,2.706,0.114,0.614,0.698,1.822,0.144,0.361,0.855,1.708,0.006,0.335,2281.924,1335.036,883.234,1419.696,0.251,0.06,0.017,0.106,0.037,0.01,0.002,0.015,2299.083,1339.673,884.151,1426.838,--,--,0.127,0.402,0.015,0.07,0.064,0.307,0.018,0.039,0.078,0.254,0.001,0.038,207.324,198.22,119.047,161.515,0.023,0.009,0.002,0.012,0.003,3.115,0,0.002,208.883,198.908,119.171,162.328,--,--,0.858,0.543,0.567,1584.457,0.141,0.02,1594.09,--,32180555,435734,51969437,34362676,3208114,4997242,0,1993346,0,79624,6165,119034191,10198702,6990588,89668757,39564136,0.249,0.003,0.402,0.266,0.025,0.039,0,0.015,0,0.001,0,0.921,0.079,0.054,0.694,0.306,19088818,238652,17847092,0,0,1867348,0,0,0,0,0,0.489,0.006,0.457,0,0,0.048,0,0,0,0,0
2018,HI,15,3619,92425415,39392033,101480690,43076551,9796773,4226953,22875,10221,33646,7412845,1589628,243382,7468974,--,4.67,4.836,6.869,1513.324,0.162,0.025,1524.783,--,0.495,0.519,0.728,160.407,0.017,0.003,161.622,--,5.197,5.382,7.644,1684.038,0.181,0.028,--,0.986,6.064,0,5.232,2.361,5.983,0,5.414,10.58,7.594,0,8.083,2338.064,1616.234,0,1734.483,0.271,0.095,0,0.124,0.039,0.017,0,0.02,2356.536,1623.597,0,1743.665,--,--,0.09,0.613,0,0.52,0.217,0.609,0,0.541,0.966,0.768,0,0.803,213.378,163.395,0,172.308,0.025,0.01,0,0.012,0.004,3.389,0,0.002,215.063,164.139,0,173.22,--,--,6.369,6.337,7.421,1640.312,0.153,0.024,1651.411,--,1311203,6748947,0,0,96520,498868,601934,184576,110089,55722,188914,8304786,1491987,1395467,8803654,993119,0.134,0.689,0,0,0.01,0.051,0.061,0.019,0.011,0.006,0.019,0.848,0.152,0.142,0.899,0.101,119343,4242707,0,0,0,313550,0,0,0,0,0,0.026,0.907,0,0,0,0.067,0,0,0,0,0
2018,IA,19,25146,348491278,163641870,602502101,250898115,63191960,26331934,23708,10444,34518,33804671,6918199,1001068,34040307,--,0.75,0.793,1.092,1069.904,0.109,0.016,1077.362,--,0.136,0.128,0.198,194.006,0.02,0.003,195.358,--,1.315,1.39,1.915,1875.358,0.192,0.028,--,1.55,2.806,0.191,1.306,1.478,2.095,0.2,1.217,2.365,0.687,0.008,1.921,2098.035,1073.395,959.654,1882.62,0.233,0.048,0.018,0.193,0.034,0.008,0.002,0.028,2113.974,1076.965,960.68,1895.742,--,--,0.154,0.474,0.023,0.135,0.148,0.526,0.024,0.127,0.236,0.116,0.001,0.199,209.077,181.265,117.885,194.818,0.023,0.008,0.002,0.02,0.003,2.681,0,0.003,210.665,181.867,118.011,196.176,--,--,1.264,1.147,1.854,1770.43,0.173,0.025,1782.164,--,28552999,110543,7176726,4895399,924861,211163,21308819,11456,0,0,0,40735666,22456299,21531438,36051430,27140535,0.452,0.002,0.114,0.077,0.015,0.003,0.337,0,0,0,0,0.645,0.355,0.341,0.571,0.429,12050409,183825,4049965,0,0,25347,0,0,0,0,0,0.739,0.011,0.248,0,0,0.002,0,0,0,0,0
2018,ID,16,6316,27429062,13822968,158568169,71596035,18172119,8016259,1573,685,626,1455646,121110,19657,1460089,--,0.173,0.171,0.069,160.207,0.007,0.001,160.695,--,0.115,0.099,0.046,106.139,0.004,0.001,106.463,--,0.816,0.806,0.325,755.463,0.031,0.005,--,0,39.333,0.186,0.186,0,37.333,0.238,0.238,0,3.611,0.115,0.115,0,2028,885.068,885.08,0,0.082,0.018,0.018,0,0.016,0.002,0.002,0,2034.944,886.039,886.051,--,--,0,3.168,0.025,0.025,0,3.177,0.028,0.028,0,0.291,0.015,0.015,0,163.329,119.198,119.199,0,0.007,0.002,0.002,0,2.644,0,0,0,163.888,119.329,119.33,--,--,0.848,0.858,0.377,775.299,0.033,0.006,777.861,--,20338,57,3278742,0,11024342,490541,2655052,555964,83112,0,63972,3363109,14809010,3784669,3853650,14318470,0.001,0,0.18,0,0.607,0.027,0.146,0.031,0.005,0,0.004,0.185,0.815,0.208,0.212,0.788,0,36,1729311,0,0,339609,0,0,0,0,0,0,0,0.836,0,0,0.164,0,0,0,0,0
2018,IL,17,65540,799314971,387803785,1935252328,849377378,187990218,81339084,34005,15891,83160,76406066,15660278,2263394,76939065,--,0.362,0.391,0.885,812.873,0.083,0.012,818.543,--,0.085,0.082,0.208,191.179,0.02,0.003,192.513,--,0.874,0.944,2.138,1964.431,0.201,0.029,--,1.01,31.756,0.416,0.878,1,38.546,0.485,0.867,2.758,5.57,0.059,2.151,2268.171,2327.889,984.973,1979.127,0.256,0.094,0.019,0.203,0.037,0.019,0.002,0.029,2285.686,2335.8,985.999,1992.933,--,--,0.093,2.223,0.05,0.085,0.091,1.947,0.052,0.082,0.254,0.39,0.007,0.209,208.873,162.93,119.297,192.71,0.024,0.007,0.002,0.02,0.003,2.618,0,0.003,210.486,163.483,119.422,194.054,--,--,0.903,0.904,2.108,1932.672,0.196,0.028,1945.986,--,59641924,53111,17240861,98101527,146528,425668,11898984,53672,0,205224,222720,175465366,12524852,12378324,77789507,110200711,0.317,0,0.092,0.522,0.001,0.002,0.063,0,0,0.001,0.001,0.933,0.067,0.066,0.414,0.586,29826402,4133,10841299,0,0,191187,0,0,0,37117,0,0.729,0,0.265,0,0,0.005,0,0,0,0.001,0
2018,IN,18,42779,1045375054,457486270,1102362887,473069106,113451150,48247800,89150,25583,68974,98505395,20001109,2890104,99186034,--,1.572,1.06,1.216,1736.525,0.176,0.025,1748.524,--,0.171,0.112,0.132,188.459,0.019,0.003,189.762,--,1.659,1.119,1.283,1832.648,0.186,0.027,--,1.626,37.13,0.304,1.305,1.387,33.999,0.295,1.096,1.731,3.496,0.042,1.321,2172.428,1961.322,933.779,1870.731,0.248,0.079,0.017,0.192,0.036,0.016,0.002,0.028,2189.344,1968.052,934.718,1883.767,--,--,0.155,3.092,0.039,0.133,0.13,3.085,0.037,0.11,0.165,0.291,0.005,0.135,207.135,163.326,120.554,190.604,0.024,0.007,0.002,0.02,0.003,2.644,0,0.003,208.748,163.887,120.675,191.932,--,--,1.688,1.048,1.174,1790.737,0.171,0.025,1802.379,--,77455229,130277,26816995,0,222661,481050,5437153,290717,0,2317592,299476,107019569,6431582,6208921,107500620,5950531,0.683,0.001,0.236,0,0.002,0.004,0.048,0.003,0,0.02,0.003,0.943,0.057,0.055,0.948,0.052,35847189,121,15835547,0,0,83025,0,0,0,39681,0,0.692,0,0.306,0,0,0.002,0,0,0,0.001,0
2018,KS,20,21546,257601738,119683299,526289657,225583758,51683745,21893446,17565,8738,5469,25565467,5529157,801539,25754011,--,0.68,0.798,0.212,989.304,0.107,0.016,996.6,--,0.136,0.146,0.042,198.488,0.021,0.003,199.952,--,1.49,1.75,0.464,2168.972,0.235,0.034,--,1.222,61.503,3.331,1.495,1.287,59.762,3.485,1.616,0.529,2.487,0.016,0.464,2315.745,3653.305,1199.649,2175.23,0.266,0.089,0.022,0.235,0.039,0.014,0.002,0.034,2333.927,3659.852,1200.866,2191.272,--,--,0.111,2.609,0.33,0.137,0.115,2.551,0.339,0.146,0.048,0.105,0.002,0.042,209.668,154.956,118.865,199.083,0.024,0.004,0.002,0.022,0.004,1.229,0,0.003,211.314,155.234,118.986,200.552,--,--,1.72,1.851,0.539,2122.124,0.221,0.032,2137.198,--,20473983,52016,2979247,9168289,26420,63551,18907502,7727,0,0,5010,32678545,19005200,18978780,23573807,28109938,0.396,0.001,0.058,0.177,0.001,0.001,0.366,0,0,0,0,0.632,0.368,0.367,0.456,0.544,11742999,3271,2600589,0,0,5897,0,0,0,0,0,0.818,0,0.181,0,0,0,0,0,0,0,0
2018,KY,21,30427,750114338,349545689,790755711,368030286,78804497,36428468,47356,20747,55232,71797635,15588309,2259664,72329179,--,1.202,1.139,1.402,1822.171,0.198,0.029,1835.661,--,0.126,0.119,0.147,191.431,0.021,0.003,192.848,--,1.274,1.207,1.486,1931.414,0.21,0.03,--,1.368,0,0.432,1.278,1.284,0,0.451,1.209,1.641,0,0.009,1.483,2045.67,0,976.895,1942.536,0.231,0,0.018,0.21,0.033,0,0.002,0.03,2061.423,0,977.894,1956.861,--,--,0.133,0,0.053,0.126,0.124,0,0.054,0.119,0.159,0,0.001,0.147,198.527,0,118.857,192.237,0.022,0,0.002,0.021,0.003,0,0,0.003,200.056,0,118.978,193.655,--,--,1.223,1.169,1.369,1869.609,0.192,0.028,1882.649,--,59168143,69753,14615237,0,4417833,430554,0,39436,0,63540,0,73916673,4887823,469990,74347227,4457269,0.751,0.001,0.185,0,0.056,0.005,0,0.001,0,0.001,0,0.938,0.062,0.006,0.943,0.057,37468423,0,5678281,0,0,236880,0,0,0,0,0,0.864,0,0.131,0,0,0.005,0,0,0,0,0
2018,LA,22,36634,622013754,300726275,814969482,384017272,101862424,47539143,36558,17862,48647,42580456,5011139,738449,42753124,--,0.718,0.751,0.955,836.039,0.049,0.007,839.429,--,0.118,0.119,0.156,136.912,0.008,0.001,137.467,--,0.875,0.916,1.165,1019.544,0.06,0.009,--,1.498,0.506,0.795,0.901,1.518,0.301,0.839,0.929,4.223,6.958,0.021,1.151,2301.481,927.399,828.318,1073.346,0.21,0.192,0.017,0.06,0.031,0.03,0.002,0.008,2316.079,941.242,829.288,1077.363,--,--,0.134,0.11,0.113,0.119,0.134,0.076,0.116,0.121,0.377,1.512,0.003,0.153,205.424,201.49,117.703,142.273,0.019,0.042,0.002,0.008,0.003,13.194,0,0.001,206.727,204.497,117.841,142.806,--,--,1.06,1.08,1.669,1185.52,0.077,0.011,1190.779,--,11786724,4377794,61447580,17152582,1179855,2676304,0,1518,0,2613931,626136,98004747,3857677,2677822,83528469,18333955,0.116,0.043,0.603,0.168,0.012,0.026,0,0,0,0.026,0.006,0.962,0.038,0.026,0.82,0.18,9930298,3752890,29970375,0,0,689849,0,0,0,1710678,0,0.216,0.081,0.651,0,0,0.015,0,0,0,0.037,0
2018,MA,25,18841,174018721,82395328,241274350,112400596,27123443,12767679,7553,3185,2830,9867203,2685015,345038,9952177,--,0.557,0.499,0.209,727.577,0.099,0.013,733.843,--,0.087,0.077,0.033,113.404,0.015,0.002,114.381,--,0.724,0.649,0.271,945.941,0.129,0.017,--,0,4.711,0.185,0.25,0,6.894,0.173,0.223,0,3.198,0.053,0.098,0,1633.601,872.629,883.565,0,0.055,0.017,0.018,0,0.01,0.002,0.002,0,1638.053,873.596,884.583,--,--,0,0.433,0.025,0.034,0,0.59,0.024,0.03,0,0.294,0.007,0.013,0,150.171,119.626,120.276,0,0.005,0.002,0.002,0,1.895,0,0,0,150.581,119.759,120.415,--,--,0.394,0.343,0.169,910.581,0.05,0.006,913.677,--,0,460739,18385799,4441563,659093,2015672,216813,943784,0,208,-229,23288080,3835363,3176269,20862188,6261254,0,0.017,0.678,0.164,0.024,0.074,0.008,0.035,0,0,0,0.859,0.141,0.117,0.769,0.231,0,270679,14644949,0,0,459204,0,0,0,0,0,0,0.018,0.953,0,0,0.03,0,0,0,0,0
2018,MD,24,18369,230713669,108241138,421995109,189078607,43783523,19699200,8906,3401,11979,18296005,3542952,498516,18414571,--,0.407,0.345,0.547,835.748,0.081,0.011,841.164,--,0.077,0.063,0.104,158.604,0.015,0.002,159.631,--,0.712,0.605,0.958,1463.55,0.142,0.02,--,1.074,23.59,0.249,0.644,0.907,31.235,0.188,0.508,1.988,13.137,0.017,0.922,2177.214,2806.717,901.249,1481.044,0.245,0.117,0.017,0.121,0.036,0.023,0.002,0.017,2193.965,2816.631,902.201,1489.161,--,--,0.098,1.37,0.033,0.071,0.081,1.57,0.025,0.056,0.181,0.763,0.002,0.101,198.54,163.019,119.114,162.477,0.022,0.007,0.002,0.013,0.003,2.722,0,0.002,200.067,163.594,119.24,163.367,--,--,0.853,0.661,1.204,1592.483,0.149,0.021,1602.555,--,10066924,258034,13829754,14987931,2830886,847903,569984,392495,0,0,-387,39142255,4641268,1810382,25002227,18781296,0.23,0.006,0.316,0.342,0.065,0.019,0.013,0.009,0,0,0,0.894,0.106,0.041,0.571,0.429,8658279,22519,7656392,0,0,455886,0,0,0,0,0,0.516,0.001,0.456,0,0,0.027,0,0,0,0,0
2018,ME,23,5659,48522446,20687087,100106446,35336584,11280700,4233268,3269,1244,1916,1453784,1739269,250565,1512859,--,0.58,0.588,0.34,257.747,0.154,0.022,268.221,--,0.135,0.12,0.079,59.922,0.036,0.005,62.357,--,1.163,1.179,0.681,517.055,0.309,0.045,--,0,2.077,0.153,0.279,0,2.532,0.14,0.166,0,8.154,0.005,0.538,0,1947.298,797.464,872.779,0,0.075,0.016,0.02,0,0.015,0.002,0.003,0,1953.686,798.354,874.029,--,--,0,0.185,0.023,0.04,0,0.182,0.022,0.025,0,0.728,0.001,0.077,0,173.813,118.964,124.715,0,0.007,0.002,0.003,0,2.696,0,0,0,174.383,119.097,124.894,--,--,0.758,0.551,0.758,677.219,0.18,0.026,689.481,--,70828,189092,2330732,0,3261054,2767943,2384295,12032,0,160271,104453,2855376,8425324,5164270,5623319,5657381,0.006,0.017,0.207,0,0.289,0.245,0.211,0.001,0,0.014,0.009,0.253,0.747,0.458,0.498,0.502,0,157248,1945708,0,0,1063274,0,0,0,0,0,0,0.05,0.615,0,0,0.336,0,0,0,0,0
2018,MI,26,39850,746525799,345045606,1130294538,513924658,115834924,51998997,42415,18986,67045,64190165,12843520,1841182,64622207,--,0.732,0.73,1.158,1108.304,0.111,0.016,1115.764,--,0.114,0.11,0.18,171.97,0.017,0.002,173.128,--,1.075,1.072,1.699,1626.874,0.163,0.023,--,1.45,7.54,0.476,1.057,1.39,7.082,0.488,1.042,2.935,4.715,0.038,1.732,2251.926,1494.041,883.666,1680.212,0.251,0.065,0.017,0.153,0.037,0.011,0.002,0.022,2269.087,1499.074,884.587,1690.58,--,--,0.134,1.072,0.064,0.112,0.129,1.113,0.063,0.109,0.272,0.67,0.005,0.184,208.428,212.369,118.017,178.471,0.023,0.009,0.002,0.016,0.003,3.245,0,0.002,210.016,213.084,118.14,179.572,--,--,1.37,1.339,2.192,1768.255,0.175,0.025,1779.946,--,42330863,1213512,30986892,30478694,870744,2653346,5457252,115981,0,1726161,1478,106737600,9097323,8226579,78912252,36922671,0.365,0.01,0.268,0.263,0.008,0.023,0.047,0.001,0,0.015,0,0.921,0.079,0.071,0.681,0.319,23882324,111396,14080033,0,0,928543,0,0,0,0,0,0.612,0.003,0.361,0,0,0.024,0,0,0,0,0
2018,MN,27,23325,338486323,149720496,608313028,256468241,61425572,26076122,21774,9401,17168,30571798,7161490,1027482,30808214,--,0.709,0.721,0.559,995.409,0.117,0.017,1003.107,--,0.129,0.126,0.101,180.638,0.021,0.003,182.035,--,1.28,1.302,1.009,1797.547,0.211,0.03,--,1.326,5.035,0.686,1.164,1.317,5.658,0.701,1.113,1.34,0.793,0.008,0.993,2205.016,601.047,946.416,1876.563,0.244,0.015,0.017,0.184,0.035,0.003,0.002,0.027,2221.651,602.258,947.351,1889.105,--,--,0.126,0.442,0.086,0.118,0.124,0.538,0.088,0.115,0.127,0.07,0.001,0.101,209.096,52.749,118.612,189.936,0.023,0.001,0.002,0.019,0.003,0.497,0,0.003,210.673,52.855,118.73,191.205,--,--,1.298,1.196,0.906,1483.286,0.169,0.024,1493.949,--,23455356,41644,8468311,14601329,1053504,1944159,10713650,1042021,0,0,105554,46672194,14753335,13699830,34015025,27410504,0.382,0.001,0.138,0.238,0.017,0.032,0.174,0.017,0,0,0.002,0.76,0.24,0.223,0.554,0.446,7021602,31569,7166781,0,0,1122279,0,0,0,0,0,0.458,0.002,0.467,0,0,0.073,0,0,0,0,0
2018,MO,29,25772,684663200,314459107,830292106,372638368,81304230,37695152,50823,15588,102834,69092318,15839676,2298020,69632719,--,1.25,0.827,2.53,1699.6,0.195,0.028,1712.893,--,0.148,0.099,0.3,201.829,0.023,0.003,203.407,--,1.521,1.006,3.077,2067.155,0.237,0.034,--,1.648,51.812,0.342,1.523,1.043,64.907,0.354,0.975,3.42,8.751,0.008,3.081,2198.257,6032.251,936.403,2073.16,0.262,0.231,0.018,0.237,0.038,0.046,0.002,0.034,2216.131,6051.749,937.42,2089.358,--,--,0.157,1.382,0.043,0.149,0.104,1.341,0.043,0.099,0.325,0.233,0.001,0.301,209.2,160.861,118.402,202.221,0.025,0.006,0.002,0.023,0.004,2.456,0,0.003,210.901,161.381,118.53,203.801,--,--,1.161,0.909,1.703,1815.756,0.192,0.028,1828.847,--,59703176,97704,6912911,10655279,875299,132945,2834677,91231,0,764,244,77370078,3934151,3058852,66847743,14456486,0.734,0.001,0.085,0.131,0.011,0.002,0.035,0.001,0,0,0,0.952,0.048,0.038,0.822,0.178,15676504,6066,4737942,0,0,194318,0,0,0,0,0,0.76,0,0.23,0,0,0.009,0,0,0,0,0
2018,MS,28,19338,448358160,221544147,523798765,241055101,63473771,28812659,13966,7789,4984,29101199,2459934,339998,29182608,--,0.44,0.541,0.157,916.952,0.039,0.005,919.517,--,0.062,0.07,0.022,129.812,0.005,0.001,130.175,--,0.497,0.61,0.177,1035.106,0.044,0.006,--,0.93,0.392,0.337,0.487,1.083,0.31,0.415,0.571,0.452,0.009,0.005,0.117,1518.931,1397.897,906.76,1064.305,0.116,0.027,0.017,0.042,0.016,0.003,0.002,0.005,1526.724,1399.375,907.69,1066.962,--,--,0.101,0.033,0.044,0.06,0.112,0.03,0.053,0.069,0.049,0.001,0.001,0.015,165.495,118.944,118.846,132.199,0.013,0.002,0.002,0.005,0.002,0.459,0,0.001,166.344,119.07,118.968,132.529,--,--,0.645,0.775,0.112,1057.509,0.038,0.005,1059.944,--,5280043,27310,49481811,6919470,0,1439285,0,325853,0,0,0,61708633,1765138,1765138,56228448,7245323,0.083,0,0.78,0.109,0,0.023,0,0.005,0,0,0,0.972,0.028,0.028,0.886,0.114,5396410,427493,20156214,0,0,468027,0,0,0,0,0,0.204,0.016,0.762,0,0,0.018,0,0,0,0,0
2018,MT,30,7743,157610898,53240946,284159870,108701243,28195174,10767896,16409,5651,12062,16312377,3639299,529874,16436820,--,1.164,1.05,0.856,1157.104,0.129,0.019,1165.931,--,0.208,0.212,0.153,206.996,0.023,0.003,208.575,--,2.245,2.024,1.65,2231.39,0.249,0.036,--,2.174,0.712,7.258,2.293,2.293,0.642,6.428,2.414,1.355,13.483,0.014,1.687,2333.337,1761.56,1304.228,2282.279,0.268,0.051,0.025,0.254,0.039,0.01,0.003,0.037,2351.682,1765.892,1305.602,2299.64,--,--,0.196,0.09,0.659,0.208,0.199,0.08,0.595,0.212,0.122,1.703,0.001,0.153,209.882,222.56,118.435,207.202,0.024,0.006,0.002,0.023,0.004,2.584,0,0.003,211.532,223.107,118.559,208.778,--,--,2.492,2.609,1.232,2193.482,0.239,0.035,2209.768,--,13360027,446004,476370,0,11404609,21331,2135735,34012,0,12415,304672,14599487,13595687,2191078,14620818,13574356,0.474,0.016,0.017,0,0.404,0.001,0.076,0.001,0,0,0.011,0.518,0.482,0.078,0.519,0.481,4299021,41680,448039,0,0,0,0,0,0,0,0,0.898,0.009,0.094,0,0,0,0,0,0,0,0
2018,NC,37,49083,691984107,326672815,1254353603,563082569,134162507,59659021,35252,16893,22050,53636316,9400531,1343357,53938292,--,0.526,0.566,0.329,799.572,0.07,0.01,804.074,--,0.102,0.103,0.064,155.022,0.014,0.002,155.895,--,0.894,0.963,0.559,1359.821,0.119,0.017,--,1.729,4.255,0.237,0.879,1.749,5.966,0.235,0.918,0.961,0.742,0.011,0.417,2050.195,1924.186,934.575,1411.39,0.234,0.067,0.018,0.11,0.034,0.012,0.002,0.016,2066.22,1929.582,935.56,1418.789,--,--,0.171,0.326,0.03,0.1,0.171,0.352,0.029,0.102,0.095,0.057,0.001,0.047,203.275,147.518,119.207,160.299,0.023,0.005,0.002,0.013,0.003,1.91,0,0.002,204.864,147.931,119.333,161.139,--,--,1.037,1.074,0.611,1497.388,0.138,0.02,1506.55,--,31664853,632055,43445749,42076949,6605429,2609614,542772,6050030,0,301651,233405,118354662,15807845,9202416,78887327,55275180,0.236,0.005,0.324,0.314,0.049,0.019,0.004,0.045,0,0.002,0.002,0.882,0.118,0.069,0.588,0.412,25090790,116061,22498687,0,0,1346263,0,0,0,0,0,0.512,0.002,0.459,0,0,0.027,0,0,0,0,0
2018,ND,38,10230,298646169,125349261,425889681,170579857,42612542,17082891,32856,13723,38781,32071087,7242064,1052375,32318417,--,1.542,1.607,1.82,1505.242,0.17,0.025,1516.85,--,0.22,0.219,0.26,214.776,0.024,0.004,216.433,--,2.289,2.385,2.702,2234.743,0.252,0.037,--,2.371,23.559,0.133,2.296,2.365,28.827,0.1,2.267,2.807,10.399,0.005,2.712,2284.414,3518.142,1020.393,2241.598,0.261,0.142,0.022,0.253,0.038,0.028,0.002,0.037,2302.275,3530.189,1021.603,2258.894,--,--,0.226,1.094,0.015,0.22,0.225,0.931,0.014,0.219,0.267,0.483,0.001,0.26,217.661,163.325,118.858,214.904,0.025,0.007,0.003,0.024,0.004,2.645,0,0.004,219.362,163.885,118.999,216.562,--,--,2.108,1.907,1.746,1978.739,0.211,0.03,1993.04,--,27540665,38025,1019591,0,3180154,1038,10730134,0,0,58022,44913,28701216,13911326,10731172,28702254,13910288,0.646,0.001,0.024,0,0.075,0,0.252,0,0,0.001,0.001,0.674,0.326,0.252,0.674,0.326,2631235,381,954300,0,0,1038,0,0,0,0,0,0.734,0,0.266,0,0,0,0,0,0,0,0
2018,NE,31,11072,253155259,113080876,375482999,163787483,36966216,16036884,22609,10115,59651,25993715,6048323,878831,26200265,--,1.223,1.262,3.227,1406.35,0.164,0.024,1417.525,--,0.179,0.179,0.471,205.358,0.024,0.003,206.99,--,1.855,1.913,4.894,2132.749,0.248,0.036,--,1.85,43.468,1.331,1.836,1.856,51.177,1.443,1.841,5.097,4.043,0.043,4.906,2173.72,4981.456,1221.943,2138.15,0.258,0.117,0.022,0.249,0.037,0.023,0.002,0.036,2191.331,4991.352,1223.165,2155.14,--,--,0.178,1.425,0.125,0.177,0.18,1.375,0.123,0.177,0.492,0.133,0.004,0.473,209.62,163.326,114.763,205.926,0.025,0.004,0.002,0.024,0.004,1.532,0,0.003,211.319,163.65,114.877,207.562,--,--,2.427,2.453,4.713,2111.019,0.243,0.035,2127.566,--,23305208,12474,964790,5632140,1382073,93313,5549106,27112,0,0,0,29914612,7051604,5669531,24375785,12590431,0.63,0,0.026,0.152,0.037,0.003,0.15,0.001,0,0,0,0.809,0.191,0.153,0.659,0.341,5160039,3390,920581,0,0,9863,0,0,0,0,0,0.847,0.001,0.151,0,0,0.002,0,0,0,0,0
2018,NH,33,4740,54740425,25456469,175994610,77942776,17063035,7783833,2342,681,1342,2554892,1681125,222535,2609063,--,0.275,0.175,0.157,299.465,0.099,0.013,305.815,--,0.086,0.053,0.049,93.346,0.031,0.004,95.325,--,0.894,0.57,0.512,975.207,0.321,0.042,--,3.223,2.758,0.089,0.649,3.157,2.135,0.076,0.238,1.569,4.337,0.006,0.389,2633.131,2019.238,869.671,1172.229,0.274,0.062,0.017,0.057,0.04,0.012,0.002,0.008,2651.832,2024.278,870.64,1175.979,--,--,0.251,0.205,0.012,0.078,0.254,0.142,0.011,0.031,0.122,0.323,0.001,0.047,205.119,150.445,119.771,141.136,0.021,0.005,0.002,0.007,0.003,1.745,0,0.001,206.576,150.82,119.904,141.588,--,--,0.827,0.359,0.638,1122.776,0.193,0.026,1135.289,--,636367,177899,2991539,10061696,1354988,1433887,406659,0,0,0,0,13867502,3195534,1840546,5239692,11823343,0.037,0.01,0.175,0.59,0.079,0.084,0.024,0,0,0,0,0.813,0.187,0.108,0.307,0.693,549623,128230,2586839,0,0,577576,0,0,0,0,0,0.143,0.033,0.673,0,0,0.15,0,0,0,0,0
2018,NJ,34,28415,313208182,153702997,656829460,301933311,74975549,34828424,6674,3055,1798,18747569,2454444,307939,18824133,--,0.178,0.175,0.048,500.098,0.033,0.004,502.141,--,0.043,0.04,0.011,119.713,0.008,0.001,120.202,--,0.317,0.312,0.085,890.248,0.058,0.007,--,1.249,24.009,0.138,0.23,1.233,24.514,0.139,0.222,1.531,0.28,0.005,0.053,2093.017,1442.912,834.084,870.507,0.23,0.03,0.017,0.023,0.034,0.003,0.002,0.003,2108.755,1444.661,835.016,871.875,--,--,0.122,2.019,0.02,0.033,0.116,2.39,0.02,0.031,0.15,0.024,0.001,0.008,204.979,121.348,119.205,122.865,0.023,0.003,0.002,0.003,0.003,0.563,0,0,206.52,121.495,119.338,123.058,--,--,0.367,0.342,0.099,938.943,0.039,0.005,941.375,--,1193288,362365,38863100,31982106,-79564,1462555,22596,932762,0,212048,24295,72637201,2338349,2417913,42117650,32857900,0.016,0.005,0.518,0.426,0,0.019,0,0.012,0,0.003,0,0.968,0.031,0.032,0.561,0.438,1087570,90445,19378507,0,0,306422,0,0,0,64804,0,0.052,0.004,0.926,0,0,0.015,0,0,0,0.003,0
