YEAR,BANAME,BACODE,NAMEPCAP,BAHTIAN,BAHTIOZ,BAHTIANT,BAHTIOZT,BANGENAN,BANGENOZ,BANOXAN,BANOXOZ,BASO2AN,BACO2AN,BACH4AN,BAN2OAN,BACO2EQA,BAHGAN,BANOXRTA,BANOXRTO,BASO2RTA,BACO2RTA,BACH4RTA,BAN2ORTA,BAC2ERTA,BAHGRTA,BANOXRA,BANOXRO,BASO2RA,BACO2RA,BACH4RA,BAN2ORA,BAC2ERA,BAHGRA,BANOXCRT,BANOXCRO,BASO2CRT,BACO2CRT,BACH4CRT,BAN2OCRT,BAHGCRT,BACNOXRT,BAONOXRT,BAGNOXRT,BAFSNXRT,BACNXORT,BAONXORT,BAGNXORT,BAFSNORT,BACSO2RT,BAOSO2RT,BAGSO2RT,BAFSS2RT,BACCO2RT,BAOCO2RT,BAGCO2RT,BAFSC2RT,BACCH4RT,BAOCH4RT,BAGCH4RT,BAFCH4RT,BACN2ORT,BAON2ORT,BAGN2ORT,BAFN2ORT,BACC2ERT,BAOC2ERT,BAGC2ERT,BAFSC2ERT,BACHGRT,BAFSHGRT,BACNOXR,BAONOXR,BAGNOXR,BAFSNXR,BACNXOR,BAONXOR,BAGNXOR,BAFSNOR,BACSO2R,BAOSO2R,BAGSO2R,BAFSS2R,BACCO2R,BAOCO2R,BAGCO2R,BAFSC2R,BACCH4R,BAOCH4R,BAGCH4R,BAFCH4R,BACN2OR,BAON2OR,BAGN2OR,BAFN2OR,BACC2ER,BAOC2ER,BAGC2ER,BAFSC2ER,BACHGR,BAFSHGR,BANBNOX,BANBNXO,BANBSO2,BANBCO2,BANBCH4,BANBN2O,BANBC2E,BANBHG,BAGENACL,BAGENAOL,BAGENAGS,BAGENANC,BAGENAHY,BAGENABM,BAGENAWI,BAGENASO,BAGENAGT,BAGENAOF,BAGENAOP,BAGENATN,BAGENATR,BAGENATH,BAGENACY,BAGENACN,BACLPR,BAOLPR,BAGSPR,BANCPR,BAHYPR,BABMPR,BAWIPR,BASOPR,BAGTPR,BAOFPR,BAOPPR,BATNPR,BATRPR,BATHPR,BACYPR,BACNPR,BANBGNCL,BANBGNOL,BANBGNGS,BANBGNNC,BANBGNHY,BANBGNBM,BANBGNWI,BANBGNSO,BANBGNGT,BANBGNOF,BANBGNOP,BANBCLPR,BANBOLPR,BANBGSPR,BANBNCPR,BANBHYPR,BANBBMPR,BANBWIPR,BANBSOPR,BANBGTPR,BANBOFPR,BANBOPPR
2018,Alcoa Power Generating Inc. - Yadkin Division,YAD,215,0,0,9749460,3736068,1069254,409746,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,,,,,,,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,--,0,0,0,0,1069254,0,0,0,0,0,0,0,1069254,0,0,1069254,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Anchorage Municipal Light & Power,AMPL,595,7893436,3301803,9426308,3953187,1083328,472529,1194,500,19,436403,16467,1648,436854,--,2.205,2.116,0.035,805.671,0.015,0.002,806.504,--,0.303,0.303,0.005,110.574,0.002086199,0,110.688,--,2.61,2.505,0.042,953.664,0.018,0.002,--,0,0,2.738,2.738,0,0,2.608,2.608,0,0,0.027,0.027,0,0,1000.241,1000.241,0,0,0.019,0.019,0,0,0.002,0.002,0,0,1001.275,1001.275,--,--,0,0,0.32,0.32,0,0,0.32,0.32,0,0,0.003,0.003,0,0,116.892,116.892,0,0,0.002,0.002,0,0,0,0,0,0,117.013,117.013,--,--,2.655,2.534,0.037,970.206,0.018,0.002,971.21,--,0,119,872410,0,168115,42684,0,0,0,0,0,872529,210799,42684,915213,168115,0,0,0.805,0,0.155,0.039,0,0,0,0,0,0.805,0.195,0.039,0.845,0.155,0,0,829660,0,0,26748,0,0,0,0,0,0,0,0.969,0,0,0.031,0,0,0,0,0
2018,Arizona Public Service Company,AZPS,9571,156980357,77990835,177608337,89077153,17517674,8715590,9774,4757,3377,14548923,2932054,419803,14648125,--,1.116,1.092,0.386,1661.057,0.167,0.024,1672.382,--,0.125,0.122,0.043,185.36,0.018677843,0.003,186.624,--,1.281,1.253,0.443,1907.388,0.192,0.028,--,1.581,24.496,0.352,1.262,1.578,24.566,0.375,1.253,0.597,14.057,0.004,0.443,2319.324,4544.156,842.739,1935.149,0.237,0.184,0.02,0.181,0.034,0.037,0.002,0.026,2335.532,4559.73,843.856,1947.431,--,--,0.14,0.88,0.05,0.124,0.137,0.881,0.053,0.121,0.053,0.505,0.001,0.043,205.199,163.326,118.839,189.587,0.021,0.007,0.003,0.018,0.003,0.001,0,0.003,206.633,163.885,118.997,190.79,--,--,1.205,1.197,0.415,1859.662,0.171,0.024,1871.225,--,11078066,5823,3951954,0,0,219495,350649,1911687,0,0,0,15035843,2481830,2481830,15255338,2262336,0.632,0,0.226,0,0,0.013,0.02,0.109,0,0,0,0.858,0.142,0.142,0.871,0.129,7902629,141,3596165,0,0,16620,0,0,0,0,0,0.686,0,0.312,0,0,0.001,0,0,0,0,0
2018,Arlington Valley LLC - AVBA,DEAA,713,15413164,11760659,15413164,11760659,2120507,1618528,59,43,5,915981,34289,3429,916921,--,0.056,0.053,0.004,863.927,0.016,0.002,864.813,--,0.008,0.007,0.001,118.857,0.002224686,0,118.979,--,0.056,0.053,0.004,863.927,0.016,0.002,--,0,0,0.056,0.056,0,0,0.053,0.053,0,0,0.004,0.004,0,0,863.927,863.927,0,0,0.016,0.016,0,0,0.002,0.002,0,0,864.813,864.813,--,--,0,0,0.008,0.008,0,0,0.007,0.007,0,0,0.001,0.001,0,0,118.857,118.857,0,0,0.002,0.002,0,0,0,0,0,0,118.979,118.979,--,--,0.056,0.053,0.004,863.927,0.016,0.002,864.813,--,0,0,2120507,0,0,0,0,0,0,0,0,2120507,0,0,2120507,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1627472,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,Associated Electric Cooperative Inc.,AECI,6615,218666528,98498489,230595380,102842302,25827820,11242659,24684,3546,31087,19905914,3883125,558281,20037637,--,1.911,0.631,2.407,1541.432,0.15,0.022,1551.632,--,0.226,0.072,0.284,182.066,0.017758205,0.003,183.271,--,2.016,0.665,2.539,1625.542,0.159,0.023,--,3.073,33.6,0.126,2.017,1.035,34.071,0.126,0.659,3.956,2.997,0.005,2.54,2035.014,1688.542,895.57,1626.58,0.238,0.068,0.016,0.159,0.035,0.014,0.002,0.023,2051.292,1694.323,896.465,1637.344,--,--,0.317,3.25,0.017,0.226,0.102,3.242,0.016,0.072,0.408,0.29,0.001,0.285,209.752,163.325,118.845,182.24,0.025,0.007,0.002,0.018,0.004,0.001,0,0.003,211.43,163.884,118.963,183.446,--,--,1.129,0.352,1.224,1257.357,0.086,0.012,1263.084,--,15692794,10187,8772806,0,48517,15627,1285032,2857,0,0,0,24475787,1352033,1303516,24491414,1336406,0.608,0,0.34,0,0.002,0.001,0.05,0,0,0,0,0.948,0.052,0.05,0.948,0.052,2001890,375,4355847,0,0,9221,0,0,0,0,0,0.314,0,0.684,0,0,0.001,0,0,0,0,0
2018,Avangrid Renewables LLC,AVRN,1506,0,0,27188851,14118538,2981888,1548426,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,,,,,,,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,2974939,6949,0,0,0,0,2981888,2981888,0,2981888,0,0,0,0,0,0,0.998,0.002,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Avista Corporation,AVA,2420,23157470,9168282,71767674,30837321,8004577,3378405,1672,775,501,924903,610469,84632,945144,--,0.418,0.459,0.125,231.094,0.076,0.011,236.151,--,0.144,0.169,0.043,79.879,0.02636163,0.004,81.628,--,1.251,1.374,0.375,691.945,0.228,0.032,--,0,38.525,0.782,0.789,0,37.399,1.214,1.221,0,1.522,0.005,0.005,0,1850.555,875.294,875.479,0,0.052,0.017,0.017,0,0.009,0.002,0.002,0,1854.442,876.225,876.411,--,--,0,2.868,0.106,0.107,0,2.883,0.154,0.155,0,0.113,0.001,0.001,0,137.786,118.788,118.795,0,0.004,0.002,0.002,0,0.001,0,0,0,138.075,118.914,118.921,--,--,1.752,2.383,0.58,706.251,0.172,0.026,718.235,--,0,131,1830228,0,5002856,843152,327172,1207,0,0,-169,1830190,6174387,1171531,2673342,5331235,0,0,0.229,0,0.625,0.105,0.041,0,0,0,0,0.229,0.771,0.146,0.334,0.666,0,339,714816,0,0,403438,0,0,0,0,0,0,0,0.639,0,0,0.361,0,0,0,0,0
2018,Balancing Authority of Northern California,BANC,2800,47825273,19633911,62036528,27087049,7971045,3418722,191,81,37,2751698,101418,10160,2754480,--,0.048,0.047,0.009,690.423,0.013,0.001,691.121,--,0.008,0.008,0.002,115.073,0.002120602,0,115.189,--,0.06,0.059,0.012,858.236,0.016,0.002,--,0,10.931,0.069,0.06,0,11.632,0.071,0.063,0,4.741,0.005,0.007,0,2545.184,902.063,867.618,0,0.081,0.017,0.016,0,0.014,0.002,0.002,0,2551.474,903.004,868.495,--,--,0,0.602,0.009,0.008,0,0.64,0.009,0.008,0,0.261,0.001,0.001,0,140.111,118.374,117.388,0,0.004,0.002,0.002,0,0.001,0,0,0,140.457,118.498,117.507,--,--,0.08,0.086,0.01,900.699,0.017,0.002,901.64,--,0,1522,6276126,0,1279631,134803,0,278963,0,0,0,6277648,1693397,413766,6412451,1558594,0,0,0.787,0,0.161,0.017,0,0.035,0,0,0,0.788,0.212,0.052,0.804,0.196,0,2960,2067300,0,0,0,0,0,0,384892,0,0,0.001,0.842,0,0,0,0,0,0,0.157,0
2018,Bonneville Power Administration,BPAT,32610,129963116,63126710,1056896917,451398894,114850658,49289197,8515,3648,2630,10006659,1819981,267779,10069307,--,0.148,0.148,0.046,174.255,0.016,0.002,175.346,--,0.131,0.116,0.04,153.992,0.014003829,0.002,154.956,--,1.168,1.166,0.361,1372.105,0.125,0.018,--,2.308,0,0.479,1.232,2.272,0,0.356,1.036,0.568,0,0.008,0.239,2484.322,0,855.94,1526.723,0.27,0,0.016,0.121,0.039,0,0.002,0.017,2502.791,0,856.834,1534.857,--,--,0.195,0,0.066,0.135,0.193,0,0.049,0.117,0.048,0,0.001,0.026,209.76,0,118.478,167.271,0.023,0,0.002,0.013,0.003,0,0,0.002,211.319,0,118.601,168.162,--,--,1.173,0.995,0.399,1490.822,0.131,0.02,1499.915,--,5382866,15488,7791976,9708441,82942803,1396209,7393829,136620,83112,0,-686,22898085,91952573,9009770,14585853,100264805,0.047,0,0.068,0.085,0.722,0.012,0.064,0.001,0.001,0,0,0.199,0.801,0.078,0.127,0.873,4080337,0,4783600,0,0,749315,0,0,0,0,0,0.424,0,0.498,0,0,0.078,0,0,0,0,0
2018,California Independent System Operator,CISO,93275,615097128,278262034,1435135757,697169108,167338195,80790639,35073,15132,2163,33427179,4488014,551656,33565341,--,0.419,0.375,0.026,399.516,0.027,0.003,401.168,--,0.114,0.109,0.007,108.689,0.007296431,0.001,109.138,--,0.873,0.78,0.054,831.694,0.056,0.007,--,1.198,8.359,0.712,0.732,1.241,8.62,0.692,0.712,0.002,0.511,0.008,0.009,1148.578,1923.928,850.611,853.022,0.129,0.016,0.016,0.017,0.019,0.003,0.002,0.002,1157.405,1925.241,851.503,853.945,--,--,0.215,0.863,0.099,0.101,0.217,0.874,0.094,0.097,0,0.053,0.001,0.001,206.001,198.546,117.636,118.146,0.023,0.002,0.002,0.002,0.003,0,0,0,207.584,198.681,117.759,118.274,--,--,0.826,0.77,0.025,869.068,0.042,0.005,871.643,--,281328,65676,73274849,18213519,19260807,5374540,13738658,27350664,8391185,919117,467853,93222343,74115853,54855046,80383364,86954832,0.002,0,0.438,0.109,0.115,0.032,0.082,0.163,0.05,0.005,0.003,0.557,0.443,0.328,0.48,0.52,128051,95071,41934848,0,0,1706742,0,0,0,0,0,0.003,0.002,0.956,0,0,0.039,0,0,0,0,0
2018,Chugach Electric Assn Inc,CEA,662,7076983,2696426,8095109,3106238,964106,373988,1132,431,11,413611,15602,1560,414038,--,2.349,2.307,0.023,858.02,0.016,0.002,858.906,--,0.32,0.32,0.003,116.889,0.002204624,0,117.01,--,2.657,2.609,0.027,970.411,0.018,0.002,--,0,0,2.657,2.657,0,0,2.622,2.622,0,0,0.027,0.027,0,0,970.411,970.411,0,0,0.018,0.018,0,0,0.002,0.002,0,0,971.414,971.414,--,--,0,0,0.32,0.32,0,0,0.32,0.32,0,0,0.003,0.003,0,0,116.889,116.889,0,0,0.002,0.002,0,0,0,0,0,0,117.01,117.01,--,--,2.759,2.664,0.028,1007.637,0.019,0.002,1008.678,--,0,0,852445,0,59832,0,51829,0,0,0,0,852445,111661,51829,852445,111661,0,0,0.884,0,0.062,0,0.054,0,0,0,0,0.884,0.116,0.054,0.884,0.116,0,0,504643,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,City of Homestead,HST,58,6229,3006,6229,3006,-816,-394,10,5,1,364,41,8,366,--,-24.654,-24.65,-2.213,-893.276,-0.05,-0.01,-897.545,--,3.23,3.231,0.29,117.019,0.006611011,0.001,117.578,--,-24.654,-24.65,-2.213,-893.275,-0.05,-0.01,--,0,0,-24.654,-24.654,0,0,-24.65,-24.65,0,0,-2.213,-2.213,0,0,-893.276,-893.276,0,0,-0.05,-0.05,0,0,-0.01,-0.01,0,0,-897.545,-897.545,--,--,0,0,3.23,3.23,0,0,3.231,3.231,0,0,0.29,0.29,0,0,117.019,117.019,0,0,0.007,0.007,0,0,0.001,0.001,0,0,117.578,117.578,--,--,0,0,0,0,0,0,0,--,0,-815,-1,0,0,0,0,0,0,0,0,-816,0,0,-816,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2018,City of Tacoma Department of Public Utilities Light Division,TPWR,831,2172655,942878,24132246,9557694,2718624,1086537,170,75,440,2364,57581,13083,5033,--,0.125,0.139,0.323,1.739,0.021,0.005,3.703,--,0.157,0.16,0.405,2.176,0.026502617,0.006,4.633,--,1.096,1.215,2.834,15.241,0.186,0.042,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,1.096,1.063,2.834,15.241,0.186,0.042,32.447,--,0,1551,3542,0,2408378,305153,0,0,0,0,0,5093,2713531,305153,310246,2408378,0,0.001,0.001,0,0.886,0.112,0,0,0,0,0,0.002,0.998,0.112,0.114,0.886,0,0,0,0,0,127522,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,City of Tallahassee,TAL,1503,21985041,10590473,22327266,10737988,2848325,1365361,486,207,13,1306727,51943,5202,1308151,--,0.342,0.304,0.009,917.54,0.018,0.002,918.54,--,0.044,0.039,0.001,118.874,0.002362645,0,119.004,--,0.346,0.308,0.009,929.792,0.018,0.002,--,0,0,0.346,0.346,0,0,0.307,0.307,0,0,0.009,0.009,0,0,929.792,929.792,0,0,0.018,0.018,0,0,0.002,0.002,0,0,930.806,930.806,--,--,0,0,0.044,0.044,0,0,0.039,0.039,0,0,0.001,0.001,0,0,118.874,118.874,0,0,0.002,0.002,0,0,0,0,0,0,119.004,119.004,--,--,0.369,0.323,0.01,954.63,0.019,0.002,955.654,--,0,1113,2809679,0,0,0,0,37533,0,0,0,2810792,37533,37533,2810792,37533,0,0,0.986,0,0,0,0,0.013,0,0,0,0.987,0.013,0.013,0.987,0.013,0,0,2432543,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,Constellation Energy Control and Dispatch LLC,CSTO,689,26665839,9937662,26665839,9937662,3644236,1359178,208,77,8,1584711,57931,5793,1586298,--,0.114,0.113,0.004,869.708,0.016,0.002,870.579,--,0.016,0.015,0.001,118.857,0.002172489,0,118.976,--,0.114,0.113,0.004,869.708,0.016,0.002,--,0,0,0.114,0.114,0,0,0.113,0.113,0,0,0.004,0.004,0,0,869.708,869.708,0,0,0.016,0.016,0,0,0.002,0.002,0,0,870.579,870.579,--,--,0,0,0.016,0.016,0,0,0.015,0.015,0,0,0.001,0.001,0,0,118.857,118.857,0,0,0.002,0.002,0,0,0,0,0,0,118.976,118.976,--,--,0.114,0.113,0.004,869.708,0.016,0.002,870.579,--,0,0,3644236,0,0,0,0,0,0,0,0,3644236,0,0,3644236,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1193877,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,Duke Energy Carolinas,DUK,36816,484170488,238685923,1164520695,531205808,121657470,55294354,23113,11229,9789,38082301,5791404,817687,38276529,--,0.38,0.406,0.161,626.058,0.048,0.007,629.251,--,0.095,0.094,0.04,157.309,0.011961496,0.002,158.112,--,0.82,0.877,0.347,1351.281,0.103,0.015,--,1.712,3.775,0.201,0.826,1.711,3.773,0.197,0.828,0.839,0.272,0.005,0.347,1985.485,1928.238,926.115,1362.141,0.227,0.065,0.017,0.103,0.033,0.012,0.002,0.015,2000.995,1933.349,927.077,1369.077,--,--,0.177,0.28,0.026,0.096,0.175,0.225,0.025,0.095,0.087,0.02,0.001,0.041,204.67,142.919,119.281,158.995,0.023,0.005,0.002,0.012,0.003,0.001,0,0.002,206.269,143.298,119.405,159.804,--,--,0.872,0.86,0.378,1419.056,0.113,0.016,1426.667,--,22823646,278866,32813276,59936028,2614938,448943,0,2741774,0,0,0,115851816,5805655,3190717,56364730,65292740,0.188,0.002,0.27,0.493,0.021,0.004,0,0.023,0,0,0,0.952,0.048,0.026,0.463,0.537,16595971,85678,19634249,0,0,135635,0,0,0,0,0,0.455,0.002,0.539,0,0,0.004,0,0,0,0,0
2018,Duke Energy Florida Inc,FPC,22318,369440681,178646731,370162936,178948867,42461794,19998785,13098,6402,11691,25585553,4192618,568076,25722604,--,0.617,0.64,0.551,1205.109,0.099,0.013,1211.565,--,0.071,0.072,0.063,138.51,0.011348555,0.002,139.252,--,0.618,0.641,0.552,1207.362,0.099,0.013,--,0.899,2.294,0.313,0.458,1.029,2.801,0.321,0.466,2.191,1.002,0.009,0.538,2129.1,1141.968,936.467,1224.886,0.215,0.065,0.018,0.066,0.031,0.012,0.002,0.009,2143.786,1147.135,937.448,1229.184,--,--,0.087,0.265,0.04,0.054,0.086,0.191,0.04,0.053,0.211,0.116,0.001,0.063,205.2,132.142,118.936,144.457,0.021,0.008,0.002,0.008,0.003,0.001,0,0.001,206.615,132.74,119.061,144.964,--,--,0.603,0.621,0.729,1326.252,0.102,0.014,1333.023,--,8420643,108266,32178905,0,21485,1589601,0,57727,0,0,85165,40792980,1668813,1647328,42382581,79212,0.198,0.003,0.758,0,0.001,0.037,0,0.001,0,0,0.002,0.961,0.039,0.039,0.998,0.002,9634987,56879,19831718,0,0,747312,0,0,0,0,0,0.318,0.002,0.655,0,0,0.025,0,0,0,0,0
2018,Duke Energy Progress East,CPLE,23778,266450925,123774598,582046118,260022928,59574368,26404626,14203,6167,12173,19027666,3778981,541476,19139893,--,0.477,0.467,0.409,638.787,0.063,0.009,642.555,--,0.107,0.1,0.091,142.823,0.014182653,0.002,143.665,--,0.972,0.952,0.833,1302.025,0.129,0.019,--,1.923,36.513,0.356,0.928,1.807,66.657,0.32,0.89,1.295,10.908,0.027,0.487,2132.303,3833.882,986.036,1401.071,0.251,0.112,0.019,0.103,0.037,0.022,0.002,0.015,2149.541,3843.385,987.131,1408.007,--,--,0.176,1.545,0.043,0.101,0.162,1.384,0.038,0.094,0.119,0.462,0.003,0.053,195.62,162.229,119.433,152.048,0.023,0.005,0.002,0.011,0.003,0.001,0,0.002,197.202,162.631,119.566,152.801,--,--,1.216,1.189,0.886,1517.987,0.154,0.022,1527.823,--,8812638,449191,17205170,27490999,814059,2225740,0,2041501,0,301651,233417,54493067,5081300,4267241,29227808,30346559,0.148,0.008,0.289,0.461,0.014,0.037,0,0.034,0,0.005,0.004,0.915,0.085,0.072,0.491,0.509,8717510,3761,8484428,0,0,991390,0,0,0,0,0,0.479,0,0.466,0,0,0.054,0,0,0,0,0
2018,Duke Energy Progress West,CPLW,27,0,0,17862,8983,1959,985,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,,,,,,,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,1959,0,0,0,0,1959,1959,0,1959,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,El Paso Electric Company,EPE,2225,51095743,25913699,54949989,27735839,5531714,2749735,2958,1492,17,3031495,112452,11245,3034576,--,1.069,1.085,0.006,1096.042,0.02,0.002,1097.156,--,0.116,0.115,0.001,118.659,0.002200819,0,118.78,--,1.158,1.175,0.007,1186.726,0.022,0.002,--,0,18.769,1.159,1.159,0,8,1.171,1.171,0,1.692,0.006,0.006,0,820.769,1187.879,1187.878,0,0.039,0.022,0.022,0,0.008,0.002,0.002,0,824.154,1189.086,1189.085,--,--,0,3.204,0.116,0.116,0,3.218,0.115,0.115,0,0.289,0.001,0.001,0,140.098,118.807,118.807,0,0.007,0.002,0.002,0,0.001,0,0,0,140.676,118.928,118.928,--,--,1.142,1.174,0.007,1196.034,0.022,0.002,1197.252,--,0,13,5104039,0,0,4955,126569,296138,0,0,0,5104052,427662,427662,5109007,422707,0,0,0.923,0,0,0.001,0.023,0.054,0,0,0,0.923,0.077,0.077,0.924,0.076,0,13,3842926,0,0,4955,0,0,0,0,0,0,0,0.999,0,0,0.001,0,0,0,0,0
2018,Electric Energy Inc.,EEI,1401,53186546,26782292,53186546,26782292,4842077,2451156,2951,1523,11968,5567688,1335245,194155,5613307,--,1.219,1.243,4.943,2299.71,0.276,0.04,2318.553,--,0.111,0.114,0.45,209.365,0.025104931,0.004,211.08,--,1.219,1.243,4.943,2299.71,0.276,0.04,--,1.218,0,1.815,1.219,1.242,0,2.882,1.243,4.946,0,0.008,4.943,2300.038,0,1690.503,2299.71,0.276,0,0.03,0.276,0.04,0,0.003,0.04,2318.89,0,1692.142,2318.553,--,--,0.111,0,0.128,0.111,0.114,0,0.126,0.114,0.45,0,0.001,0.45,209.427,0,118.87,209.365,0.025,0,0.002,0.025,0.004,0,0,0.004,211.144,0,118.985,211.08,--,--,1.219,1.244,4.941,2299.378,0.276,0.04,2318.212,--,4808570,0,33507,0,0,0,0,0,0,0,0,4842077,0,0,4842077,0,0.993,0,0.007,0,0,0,0,0,0,0,0,1,0,0,1,0,2401025,0,2601,0,0,0,0,0,0,0,0,0.999,0,0.001,0,0,0,0,0,0,0,0
2018,Electric Reliability Council of Texas Inc.,ERCO,165388,2413427045,1229103243,3516732000,1691649979,404629252,193851862,105066,51630,168058,186532797,26247210,3673294,187408208,--,0.519,0.533,0.831,921.994,0.065,0.009,926.321,--,0.087,0.084,0.139,154.579,0.010875494,0.002,155.305,--,0.725,0.743,1.159,1286.863,0.091,0.013,--,1.15,3.646,0.533,0.723,1.13,3.905,0.532,0.706,3.659,10.214,0.007,1.167,2235.358,2274.416,860.058,1291.653,0.252,0.057,0.016,0.091,0.037,0.01,0.002,0.013,2252.605,2278.668,860.922,1297.696,--,--,0.107,0.26,0.073,0.087,0.105,0.269,0.071,0.084,0.341,0.73,0.001,0.14,208.607,162.484,118.589,155.306,0.024,0.004,0.002,0.011,0.003,0.001,0,0.002,210.216,162.788,118.709,156.033,--,--,0.774,0.745,1.106,1254.016,0.082,0.011,1259.468,--,89845901,109955,197179901,41185739,809129,513757,69561918,3169348,0,1796092,457514,330575102,74054152,73245023,289903119,114726134,0.222,0,0.487,0.102,0.002,0.001,0.172,0.008,0,0.004,0.001,0.817,0.183,0.181,0.716,0.284,39385537,154919,101690212,0,0,275093,0,0,0,1989181,0,0.274,0.001,0.709,0,0,0.002,0,0,0,0.014,0
2018,Florida Municipal Power Pool,FMPP,5441,134082371,61999187,134390432,62131978,15190821,7034572,1893,1033,4041,10419786,2079671,290397,10489051,--,0.249,0.294,0.532,1371.853,0.137,0.019,1380.972,--,0.028,0.033,0.06,155.424,0.015510397,0.002,156.457,--,0.25,0.294,0.533,1374.911,0.137,0.019,--,0.345,0,0.069,0.253,0.423,0,0.07,0.298,0.807,0,0.005,0.54,1637.729,0,880.433,1386.37,0.162,0,0.017,0.114,0.023,0,0.002,0.016,1648.701,0,881.343,1394.002,--,--,0.038,0,0.009,0.029,0.046,0,0.009,0.035,0.088,0,0.001,0.063,178.168,0,118.857,161.211,0.018,0,0.002,0.013,0.003,0,0,0.002,179.361,0,118.98,162.098,--,--,0.365,0.431,0.556,1353.167,0.126,0.018,1361.541,--,5978427,932,8901392,0,0,251261,0,33786,0,25023,0,14905774,285047,285047,15157035,33786,0.394,0,0.586,0,0,0.017,0,0.002,0,0.002,0,0.981,0.019,0.019,0.998,0.002,5611858,0,2648320,0,0,93811,0,0,0,0,0,0.672,0,0.317,0,0,0.011,0,0,0,0,0
2018,Florida Power & Light Company,FPL,46394,688163642,329132007,1013407175,466352301,124869508,57637123,12748,5977,3277,40342865,4183724,509330,40471051,--,0.204,0.207,0.052,646.16,0.034,0.004,648.214,--,0.037,0.036,0.01,117.248,0.006079549,0.001,117.62,--,0.273,0.277,0.07,863.356,0.045,0.005,--,2.281,4.329,0.172,0.172,2.201,4.227,0.185,0.185,1.835,0.27,0.028,0.028,1683.405,1731.858,846.47,846.555,0.185,0.222,0.016,0.016,0.027,0.044,0.002,0.002,1695.989,1750.622,847.368,847.454,--,--,0.259,0.406,0.024,0.024,0.262,0.421,0.026,0.026,0.209,0.025,0.004,0.004,191.396,162.401,119.129,119.138,0.021,0.021,0.002,0.002,0.003,0.004,0,0,192.827,164.16,119.256,119.264,--,--,0.255,0.263,0.064,862.493,0.03,0.003,864.264,--,6666,369981,90676305,29312349,211089,2403317,0,1890160,0,0,-358,120364943,4504566,4293477,93455911,31413598,0,0.003,0.726,0.235,0.002,0.019,0,0.015,0,0,0,0.964,0.036,0.034,0.748,0.252,7623,2141,59579310,0,0,946223,0,0,0,0,0,0,0,0.984,0,0,0.016,0,0,0,0,0
