YEAR,BANAME,BACODE,NAMEPCAP,BAHTIAN,BAHTIOZ,BAHTIANT,BAHTIOZT,BANGENAN,BANGENOZ,BANOXAN,BANOXOZ,BASO2AN,BACO2AN,BACH4AN,BAN2OAN,BACO2EQA,BAHGAN,BANOXRTA,BANOXRTO,BASO2RTA,BACO2RTA,BACH4RTA,BAN2ORTA,BAC2ERTA,BAHGRTA,BANOXRA,BANOXRO,BASO2RA,BACO2RA,BACH4RA,BAN2ORA,BAC2ERA,BAHGRA,BANOXCRT,BANOXCRO,BASO2CRT,BACO2CRT,BACH4CRT,BAN2OCRT,BAHGCRT,BACNOXRT,BAONOXRT,BAGNOXRT,BAFSNXRT,BACNXORT,BAONXORT,BAGNXORT,BAFSNORT,BACSO2RT,BAOSO2RT,BAGSO2RT,BAFSS2RT,BACCO2RT,BAOCO2RT,BAGCO2RT,BAFSC2RT,BACCH4RT,BAOCH4RT,BAGCH4RT,BAFCH4RT,BACN2ORT,BAON2ORT,BAGN2ORT,BAFN2ORT,BACC2ERT,BAOC2ERT,BAGC2ERT,BAFSC2ERT,BACHGRT,BAFSHGRT,BACNOXR,BAONOXR,BAGNOXR,BAFSNXR,BACNXOR,BAONXOR,BAGNXOR,BAFSNOR,BACSO2R,BAOSO2R,BAGSO2R,BAFSS2R,BACCO2R,BAOCO2R,BAGCO2R,BAFSC2R,BACCH4R,BAOCH4R,BAGCH4R,BAFCH4R,BACN2OR,BAON2OR,BAGN2OR,BAFN2OR,BACC2ER,BAOC2ER,BAGC2ER,BAFSC2ER,BACHGR,BAFSHGR,BANBNOX,BANBNXO,BANBSO2,BANBCO2,BANBCH4,BANBN2O,BANBC2E,BANBHG,BAGENACL,BAGENAOL,BAGENAGS,BAGENANC,BAGENAHY,BAGENABM,BAGENAWI,BAGENASO,BAGENAGT,BAGENAOF,BAGENAOP,BAGENATN,BAGENATR,BAGENATH,BAGENACY,BAGENACN,BACLPR,BAOLPR,BAGSPR,BANCPR,BAHYPR,BABMPR,BAWIPR,BASOPR,BAGTPR,BAOFPR,BAOPPR,BATNPR,BATRPR,BATHPR,BACYPR,BACNPR,BANBGNCL,BANBGNOL,BANBGNGS,BANBGNNC,BANBGNHY,BANBGNBM,BANBGNWI,BANBGNSO,BANBGNGT,BANBGNOF,BANBGNOP,BANBCLPR,BANBOLPR,BANBGSPR,BANBNCPR,BANBHYPR,BANBBMPR,BANBWIPR,BANBSOPR,BANBGTPR,BANBOFPR,BANBOPPR
2018,Gainesville Regional Utilities,GVL,840,23860891,11627792,23896234,11643026,2003572,999643,2001,969,549,1333979,691134,92011,1356327,--,1.997,1.939,0.548,1331.6,0.345,0.046,1353.909,--,0.168,0.167,0.046,111.813,0.028965131,0.004,113.686,--,2.001,1.942,0.549,1334.181,0.346,0.046,--,3.65,0,0.931,2.383,3.697,0,0.836,2.289,1.388,0,0.006,0.744,2205.852,0,1008.799,1648.143,0.195,0,0.019,0.113,0.028,0,0.002,0.016,2218.994,0,1009.815,1655.635,--,--,0.301,0,0.11,0.228,0.313,0,0.097,0.223,0.114,0,0.001,0.071,181.807,0,118.757,157.9,0.016,0,0.002,0.011,0.002,0,0,0.002,182.89,0,118.876,158.618,--,--,2.195,2.133,0.702,1540.848,0.242,0.033,1556.614,--,434522,2389,994120,0,0,568665,0,3876,0,0,0,1431031,572541,572541,1999696,3876,0.217,0.001,0.496,0,0,0.284,0,0.002,0,0,0,0.714,0.286,0.286,0.998,0.002,763814,0,542482,0,0,227787,0,0,0,0,0,0.498,0,0.354,0,0,0.148,0,0,0,0,0
2018,Gila River Power LLC,GRMA,1857,68175790,38485295,68175790,38485295,6530008,3296945,306,165,20,4051581,24019,2402,4052239,--,0.094,0.1,0.006,1240.911,0.004,0,1241.113,--,0.009,0.009,0.001,118.857,0.000352311,0,118.876,--,0.094,0.1,0.006,1240.911,0.004,0,--,0,0,0.094,0.094,0,0,0.1,0.1,0,0,0.006,0.006,0,0,1240.911,1240.911,0,0,0.004,0.004,0,0,0,0,0,0,1241.113,1241.113,--,--,0,0,0.009,0.009,0,0,0.009,0.009,0,0,0.001,0.001,0,0,118.857,118.857,0,0,0,0,0,0,0,0,0,0,118.876,118.876,--,--,0.094,0.1,0.006,1240.911,0.004,0,1241.113,--,0,0,6530008,0,0,0,0,0,0,0,0,6530008,0,0,6530008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4337897,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,Gridforce South,GRIS,324,0,0,11968295,4582807,1312601,502611,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,,,,,,,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,1312601,0,0,0,0,0,1312601,1312601,0,1312601,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Griffith Energy LLC,GRIF,655,14957078,8335060,14957078,8335060,2071721,1150259,83,44,4,888876,33085,3308,889782,--,0.08,0.077,0.004,858.103,0.016,0.002,858.979,--,0.011,0.011,0.001,118.857,0.002211986,0,118.978,--,0.08,0.077,0.004,858.103,0.016,0.002,--,0,0,0.08,0.08,0,0,0.077,0.077,0,0,0.004,0.004,0,0,858.103,858.103,0,0,0.016,0.016,0,0,0.002,0.002,0,0,858.979,858.979,--,--,0,0,0.011,0.011,0,0,0.011,0.011,0,0,0.001,0.001,0,0,118.857,118.857,0,0,0.002,0.002,0,0,0,0,0,0,118.978,118.978,--,--,0.08,0.077,0.004,858.103,0.016,0.002,858.979,--,0,0,2071721,0,0,0,0,0,0,0,0,2071721,0,0,2071721,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1515583,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,Hawaiian Electric Co Inc,HECO,2534,70533146,30258017,73398966,31445806,6908052,2988500,12103,5636,28116,5821187,1217477,186642,5864215,--,3.504,3.772,8.14,1685.334,0.176,0.027,1697.791,--,0.343,0.373,0.797,165.062,0.017261061,0.003,166.283,--,3.671,3.952,8.528,1765.668,0.185,0.028,--,0.986,4.13,0,3.45,2.361,4.142,0,3.772,10.58,8.603,0,9.031,2338.064,1615.695,0,1772.022,0.271,0.068,0,0.112,0.039,0.013,0,0.019,2356.536,1621.379,0,1780.473,--,--,0.09,0.417,0,0.34,0.217,0.42,0,0.374,0.966,0.868,0,0.891,213.378,162.976,0,174.763,0.025,0.007,0,0.011,0.004,0.001,0,0.002,215.063,163.549,0,175.596,--,--,4.185,4.24,8.373,1682.054,0.159,0.025,1693.555,--,1311203,4779124,0,0,3599,447892,200644,110060,0,55722,-192,6145857,762195,758596,6593749,314303,0.19,0.692,0,0,0.001,0.065,0.029,0.016,0,0.008,0,0.89,0.11,0.11,0.954,0.045,119343,2983408,0,0,0,293581,0,0,0,0,0,0.035,0.878,0,0,0,0.086,0,0,0,0,0
2018,Idaho Power Company,IPCO,4256,12065461,7642983,125389494,57626904,14016736,6340590,1175,529,189,677511,38642,4304,678635,--,0.168,0.167,0.027,96.672,0.003,0,96.832,--,0.195,0.138,0.031,112.306,0.003202703,0,112.492,--,1.422,1.416,0.229,820.18,0.023,0.003,--,0,39.333,0.231,0.232,0,37.333,0.294,0.294,0,3.611,0.246,0.246,0,2028,910.872,910.899,0,0.082,0.018,0.018,0,0.016,0.002,0.002,0,2034.944,911.905,911.932,--,--,0,3.168,0.03,0.03,0,3.177,0.032,0.032,0,0.291,0.032,0.032,0,163.329,119.623,119.625,0,0.007,0.002,0.002,0,0.001,0,0,0,163.888,119.759,119.76,--,--,1.153,1.07,0.15,872.186,0.022,0.002,873.465,--,20338,36,1467191,0,9469009,100565,2052721,666669,176235,0,63972,1551537,12465199,2996190,1652103,12364634,0.001,0,0.105,0,0.676,0.007,0.146,0.048,0.013,0,0.005,0.111,0.889,0.214,0.118,0.882,0,36,1062151,0,0,53983,0,0,0,0,0,0,0,0.952,0,0,0.048,0,0,0,0,0
2018,Imperial Irrigation District,IID,2226,12161137,6493562,53683124,25013530,5728178,2682193,261,127,1479,653012,385366,50095,665294,--,0.091,0.095,0.517,228,0.067,0.009,232.288,--,0.043,0.039,0.243,107.393,0.03168832,0.004,109.413,--,0.444,0.462,2.52,1112.143,0.328,0.043,--,0,0,0.145,0.145,0,0,0.16,0.16,0,0,0.008,0.008,0,0,966.7,966.7,0,0,0.018,0.018,0,0,0.002,0.002,0,0,967.705,967.705,--,--,0,0,0.018,0.018,0,0,0.019,0.019,0,0,0.001,0.001,0,0,118.859,118.859,0,0,0.002,0.002,0,0,0,0,0,0,118.983,118.983,--,--,0.221,0.215,0.036,897.581,0.099,0.013,903.802,--,0,313,850535,0,137359,326642,0,635075,3781413,0,-3159,847690,4880489,4743130,1174331,4553847,0,0,0.148,0,0.024,0.057,0,0.111,0.66,0,0,0.148,0.852,0.828,0.205,0.795,0,0,842669,0,0,66894,0,0,0,0,0,0,0,0.926,0,0,0.074,0,0,0,0,0
2018,ISO New England Inc.,ISNE,44388,509774021,235531976,948220833,418117688,104373731,46675870,19600,7938,7072,27528802,8118165,1065917,27788967,--,0.376,0.34,0.136,527.504,0.078,0.01,532.49,--,0.077,0.067,0.028,108.004,0.015925027,0.002,109.025,--,0.639,0.579,0.231,897.449,0.132,0.017,--,2.587,3.792,0.234,0.318,3.008,4.681,0.224,0.264,1.769,4.628,0.028,0.116,2531.361,1942.41,863.699,905.027,0.281,0.066,0.017,0.022,0.041,0.013,0.002,0.003,2550.61,1947.83,864.622,906.31,--,--,0.211,0.304,0.032,0.043,0.227,0.329,0.031,0.036,0.144,0.372,0.004,0.016,206.721,155.919,118.758,121.95,0.023,0.005,0.002,0.003,0.003,0.001,0,0,208.293,156.354,118.885,122.123,--,--,0.498,0.375,0.266,935.161,0.084,0.011,940.541,--,1036896,1245648,51563032,31384751,7028568,7345833,3411261,1200139,0,160479,-2876,85387930,18985800,11957232,61349011,43024719,0.01,0.012,0.494,0.301,0.067,0.07,0.033,0.011,0,0.002,0,0.818,0.182,0.115,0.588,0.412,882618,687746,29998256,0,0,2467927,0,0,0,0,0,0.026,0.02,0.881,0,0,0.073,0,0,0,0,0
2018,JEA,JEA,5208,94938383,46666060,95276325,46811728,10440144,4925636,3751,1806,3109,6726490,580719,90383,6747216,--,0.719,0.733,0.596,1288.582,0.056,0.009,1292.552,--,0.079,0.077,0.066,141.702,0.006116801,0.001,142.139,--,0.721,0.736,0.598,1293.173,0.056,0.009,--,1.269,0,0.317,0.721,1.191,0,0.332,0.735,1.156,0,0.209,0.611,2040.156,0,811.548,1332.606,0.087,0,0.027,0.052,0.014,0,0.004,0.008,2046.347,0,813.491,1336.351,--,--,0.107,0,0.044,0.078,0.1,0,0.044,0.077,0.097,0,0.029,0.066,171.455,0,112.688,144.945,0.007,0,0.004,0.006,0.001,0,0.001,0.001,171.975,0,112.958,145.352,--,--,0.881,0.879,0.744,1593.294,0.066,0.01,1597.901,--,937980,1560221,7146106,0,0,755247,0,37063,0,3526,0,9647833,792310,792310,10403081,37063,0.09,0.149,0.684,0,0,0.072,0,0.004,0,0,0,0.924,0.076,0.076,0.996,0.004,3229434,0,1868255,0,0,121705,0,0,0,0,0,0.619,0,0.358,0,0,0.023,0,0,0,0,0
2018,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities,LGEE,13432,380381686,168878986,383669437,170294843,38975998,17158203,22505,8923,21496,36826178,8450900,1223939,37114181,--,1.155,1.04,1.103,1889.685,0.217,0.031,1904.463,--,0.118,0.106,0.113,193.628,0.022216895,0.003,195.142,--,1.166,1.05,1.113,1907.33,0.219,0.032,--,1.303,0,0.224,1.165,1.169,0,0.227,1.049,1.276,0,0.004,1.113,2062.076,0,847.814,1906.586,0.249,0,0.015,0.219,0.036,0,0.002,0.032,2079.053,0,848.661,1921.496,--,--,0.127,0,0.031,0.118,0.113,0,0.031,0.106,0.125,0,0.001,0.113,201.291,0,118.856,193.644,0.024,0,0.002,0.022,0.004,0,0,0.003,202.948,0,118.975,195.158,--,--,1.047,0.939,0.962,1833.961,0.201,0.029,1847.669,--,32094000,20377,6499095,0,343548,1948,0,17030,0,0,0,38613472,362526,18978,38615420,360578,0.823,0.001,0.167,0,0.009,0,0,0,0,0,0,0.991,0.009,0,0.991,0.009,16885551,0,3640644,0,0,1948,0,0,0,0,0,0.823,0,0.177,0,0,0,0,0,0,0,0
2018,Los Angeles Department of Water and Power,LDWP,13395,153089925,67566918,187723856,84674150,22065385,10008836,11009,4580,2512,12522761,2171931,308991,12595937,--,0.998,0.915,0.228,1135.059,0.098,0.014,1141.692,--,0.144,0.136,0.033,163.6,0.014187289,0.002,164.556,--,1.207,1.107,0.275,1372.96,0.119,0.017,--,2.32,0,0.115,1.199,2.259,0,0.114,1.128,0.585,0,0.005,0.286,2002.298,0,870.813,1414.093,0.237,0,0.016,0.124,0.035,0,0.002,0.018,2018.529,0,871.705,1422.425,--,--,0.238,0,0.015,0.141,0.235,0,0.015,0.133,0.06,0,0.001,0.034,205.2,0,116.641,165.838,0.024,0,0.002,0.014,0.004,0,0,0.002,206.864,0,116.76,166.816,--,--,0.73,0.674,0.162,1173.13,0.076,0.011,1178.169,--,8481951,17663,8859569,0,715251,149139,876759,2231388,0,534843,198822,18092848,3972537,3257286,18241988,3823398,0.384,0.001,0.402,0,0.032,0.007,0.04,0.101,0,0.024,0.009,0.82,0.18,0.148,0.827,0.173,2951954,0,7628046,0,0,69836,0,0,0,77758,0,0.275,0,0.711,0,0,0.007,0,0,0,0.007,0
2018,Midcontinent Independent Transmission System Operator Inc..,MISO,247283,5022065734,2304538686,6629158403,2932470112,694391881,306638793,318251,131122,428181,448905208,88333412,12784287,451905199,--,0.917,0.855,1.233,1292.945,0.127,0.018,1301.585,--,0.127,0.114,0.171,178.773,0.017589059,0.003,179.968,--,1.192,1.112,1.604,1681.154,0.165,0.024,--,1.423,0.856,0.57,1.11,1.352,0.617,0.607,1.064,2.45,6.522,0.034,1.619,2230.614,971.906,887.884,1730.591,0.249,0.182,0.017,0.165,0.036,0.029,0.002,0.024,2247.652,985.054,888.851,1741.771,--,--,0.133,0.174,0.076,0.117,0.127,0.145,0.078,0.112,0.229,1.324,0.005,0.171,208.631,197.318,118.665,182.885,0.023,0.037,0.002,0.017,0.003,0.006,0,0.003,210.225,199.988,118.794,184.067,--,--,1.22,1.087,1.533,1606.561,0.147,0.021,1616.475,--,317767245,6120192,189810463,98288567,8620493,11911675,51710110,1728402,0,7099050,1335642,620421160,73970680,65350187,534044268,160347572,0.458,0.009,0.273,0.142,0.012,0.017,0.074,0.002,0,0.01,0.002,0.893,0.107,0.094,0.769,0.231,129565798,4232256,105885864,0,0,4736352,0,0,0,1787476,0,0.526,0.017,0.43,0,0,0.019,0,0,0,0.007,0
2018,NaturEner Power Watch LLC (GWA),GWA,210,0,0,4635033,1737653,508339,190574,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,,,,,,,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,508339,0,0,0,0,0,508339,508339,0,508339,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,NaturEner Wind Watch LLC,WWA,189,0,0,5727290,2147137,628130,235483,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,,,,,,,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,628130,0,0,0,0,0,628130,628130,0,628130,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Nevada Power Company,NEVP,15316,215849630,111569612,269409262,136331892,33607345,16941543,10417,5843,3564,13959606,1161403,148929,13996313,--,0.62,0.69,0.212,830.747,0.035,0.004,832.932,--,0.097,0.105,0.033,129.346,0.00538061,0.001,129.686,--,0.753,0.838,0.258,1009.675,0.042,0.005,--,2.259,39.941,0.597,0.747,2.599,40.026,0.62,0.816,2.638,3.584,0.006,0.244,2244.926,2021.285,885.326,1008.093,0.274,0.082,0.017,0.04,0.04,0.016,0.002,0.005,2263.651,2028.211,886.251,1010.625,--,--,0.211,3.227,0.08,0.096,0.242,3.23,0.083,0.104,0.246,0.29,0.001,0.031,209.629,163.325,118.668,130.012,0.026,0.007,0.002,0.005,0.004,0.001,0,0.001,211.378,163.885,118.792,130.338,--,--,0.845,0.912,0.351,1063.699,0.054,0.007,1067.161,--,2485046,10519,25028690,0,66620,98657,312348,2610459,2966225,0,28782,27553036,6054309,5987689,27651693,5955652,0.074,0,0.745,0,0.002,0.003,0.009,0.078,0.088,0,0.001,0.82,0.18,0.178,0.823,0.177,2114027,274,13971923,0,0,65425,0,0,0,0,0,0.131,0,0.865,0,0,0.004,0,0,0,0,0
2018,New Brunswick System Operator,NBSO,244,9679184,3917830,11727609,4513924,1108231,454747,789,314,108,18421,499935,71041,35256,--,1.424,1.379,0.195,33.244,0.451,0.064,63.625,--,0.163,0.16,0.022,3.806,0.05165058,0.007,7.285,--,1.787,1.73,0.244,41.697,0.566,0.08,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,1.119,1.072,0.257,46.369,0.587,0.084,86.043,--,0,0,47758,0,83904,729012,140753,0,0,0,106804,154562,953669,869765,883574,224657,0,0,0.043,0,0.076,0.658,0.127,0,0,0,0.096,0.139,0.861,0.785,0.797,0.203,0,0,0,0,0,161287,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018,New Harquahala Generating Company LLC - HGBA,HGMA,1325,36750,36750,36750,36750,3815,3815,1,1,0,2184,83,8,2186,--,0.545,0.545,0,1144.954,0.022,0.002,1146.141,--,0.057,0.057,0,118.857,0.002248789,0,118.98,--,0.545,0.545,0,1144.954,0.022,0.002,--,0,0,0.545,0.545,0,0,0.545,0.545,0,0,0,0,0,0,1144.954,1144.954,0,0,0.022,0.022,0,0,0.002,0.002,0,0,1146.141,1146.141,--,--,0,0,0.057,0.057,0,0,0.057,0.057,0,0,0,0,0,0,118.857,118.857,0,0,0.002,0.002,0,0,0,0,0,0,118.98,118.98,--,--,0.545,0.545,0,1144.954,0.022,0.002,1146.141,--,0,0,3815,0,0,0,0,0,0,0,0,3815,0,0,3815,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3815,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018,New Smyrna Beach Utilities Commission of,NSB,66,482,232,482,232,-92,-44,0,0,0,39,3,1,39,--,-4.609,-4.636,-2.652,-855.696,-0.035,-0.007,-858.63,--,0.88,0.879,0.506,163.328,0.006614108,0.001,163.888,--,-4.609,-4.636,-2.652,-855.696,-0.035,-0.007,--,0,-4.609,0,-4.609,0,-4.636,0,-4.636,0,-2.652,0,-2.652,0,-855.696,0,-855.696,0,-0.035,0,-0.035,0,-0.007,0,-0.007,0,-858.63,0,-858.63,--,--,0,0.88,0,0.88,0,0.879,0,0.879,0,0.506,0,0.506,0,163.328,0,163.328,0,0.007,0,0.007,0,0.001,0,0.001,0,163.888,0,163.888,--,--,0,0,0,0,0,0,0,--,0,-92,0,0,0,0,0,0,0,0,0,-92,0,0,-92,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2018,New York Independent System Operator,NYIS,54388,514625228,257975418,1272360740,569290582,138806165,61971108,15774,7206,5717,29976437,3933172,498696,30085527,--,0.227,0.233,0.082,431.918,0.028,0.004,433.49,--,0.061,0.056,0.022,116.498,0.007642789,0.001,116.922,--,0.505,0.517,0.183,960.394,0.063,0.008,--,1.691,1.493,0.309,0.397,1.608,1.029,0.316,0.373,6.669,0.99,0.044,0.178,2043.674,1341.603,915.606,954.465,0.247,0.035,0.018,0.022,0.036,0.006,0.002,0.003,2060.568,1344.114,916.64,955.771,--,--,0.17,0.14,0.04,0.05,0.157,0.092,0.04,0.046,0.67,0.093,0.006,0.023,205.204,126.159,119.581,121.372,0.025,0.003,0.002,0.003,0.004,0.001,0,0,206.901,126.395,119.716,121.539,--,--,0.575,0.531,0.287,1049.967,0.034,0.004,1051.99,--,690386,1676496,57043551,42919011,29193025,3027432,3980870,287945,0,276,-12828,102316892,36489272,7296247,62425313,76380851,0.005,0.012,0.411,0.309,0.21,0.022,0.029,0.002,0,0,0,0.737,0.263,0.053,0.45,0.55,688346,3478196,31658829,0,0,512437,0,0,0,0,0,0.019,0.096,0.871,0,0,0.014,0,0,0,0,0
2018,No balancing authority,NA,17504,47309243,19438507,67535534,27854633,7085631,2956071,27322,11428,8594,3575121,759565,111842,3601276,--,7.712,7.732,2.426,1009.119,0.107,0.016,1016.501,--,1.155,1.176,0.363,151.138,0.016055327,0.002,152.244,--,11.227,11.256,3.531,1469.021,0.156,0.023,--,2.484,12.99,13.647,11.712,2.538,12.972,13.666,11.754,5.954,4.458,0.029,3.501,2179.98,1605.758,1062.819,1542.434,0.246,0.187,0.02,0.152,0.036,0.028,0.002,0.023,2196.84,1618.912,1063.917,1552.933,--,--,0.241,1.331,1.501,1.212,0.247,1.328,1.498,1.216,0.579,0.457,0.003,0.362,211.84,164.486,116.889,159.683,0.024,0.019,0.002,0.016,0.003,0.003,0,0.002,213.478,165.833,117.01,160.77,--,--,12.858,12.951,3.354,1535.193,0.154,0.023,1545.862,--,628564,2775968,1223047,0,1529199,53766,504476,74516,110089,0,186006,4813585,2272046,742847,4867351,2218280,0.089,0.392,0.173,0,0.216,0.008,0.071,0.011,0.016,0,0.026,0.679,0.321,0.105,0.687,0.313,410986,2029506,711260,0,0,19968,0,0,0,0,0,0.13,0.64,0.224,0,0,0.006,0,0,0,0,0
2018,NorthWestern Energy (NWMT),NWMT,4630,153123286,51414831,196052005,69983194,18647815,6559216,15739,5385,12041,15897750,3548410,516945,16019130,--,1.688,1.642,1.291,1705.052,0.19,0.028,1718.07,--,0.206,0.209,0.157,207.646,0.023173548,0.003,209.232,--,2.258,2.197,1.728,2280.934,0.255,0.037,--,2.122,0.727,9.294,2.258,2.233,0.658,8.769,2.381,1.377,13.478,0.016,1.728,2323.554,1761.539,1339.34,2280.934,0.268,0.051,0.025,0.255,0.039,0.01,0.002,0.037,2341.838,1765.871,1340.709,2298.349,--,--,0.192,0.092,0.821,0.206,0.195,0.082,0.759,0.209,0.124,1.703,0.001,0.157,209.725,222.525,118.26,207.646,0.024,0.006,0.002,0.023,0.004,0.001,0,0.003,211.375,223.072,118.381,209.232,--,--,2.505,2.66,1.331,2248.042,0.247,0.036,2264.904,--,13125794,445837,355641,0,3760666,0,913451,34012,0,12415,0,13939686,4708129,947463,13939686,4708129,0.704,0.024,0.019,0,0.202,0,0.049,0.002,0,0.001,0,0.748,0.252,0.051,0.748,0.252,4138787,41877,335521,0,0,0,0,0,0,0,0,0.916,0.009,0.074,0,0,0,0,0,0,0,0
2018,Ohio Valley Electric Corporation,OVEC,2390,132022658,55504909,132022658,55504909,12170390,4949975,12131,2273,10097,13545514,3167734,460828,13653774,--,1.994,0.919,1.659,2225.979,0.26,0.038,2243.769,--,0.184,0.082,0.153,205.2,0.023993868,0.003,206.84,--,1.994,0.919,1.659,2225.979,0.26,0.038,--,1.994,0,0,1.994,0.919,0,0,0.919,1.659,0,0,1.659,2225.979,0,0,2225.979,0.26,0,0,0.26,0.038,0,0,0.038,2243.769,0,0,2243.769,--,--,0.184,0,0,0.184,0.082,0,0,0.082,0.153,0,0,0.153,205.2,0,0,205.2,0.024,0,0,0.024,0.003,0,0,0.003,206.84,0,0,206.84,--,--,1.985,0.936,1.653,2223.566,0.26,0.038,2241.359,--,12153217,17173,0,0,0,0,0,0,0,0,0,12170390,0,0,12170390,0,0.999,0.001,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4414282,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018,PacifiCorp - East,PACE,21188,514135111,221449522,593978606,255275553,59310291,25545207,46285,19492,33702,49967387,10669178,1544551,50330856,--,1.561,1.526,1.136,1684.948,0.18,0.026,1697.205,--,0.18,0.176,0.131,194.375,0.020751701,0.003,195.788,--,1.823,1.783,1.327,1968.038,0.21,0.03,--,2.087,26.297,0.406,1.828,2.089,26.344,0.394,1.785,1.643,2.252,0.006,1.33,2240.218,1268.425,910.39,1982.768,0.258,0.051,0.017,0.212,0.038,0.01,0.002,0.031,2257.845,1272.768,911.318,1997.202,--,--,0.193,3.386,0.053,0.18,0.194,3.381,0.049,0.176,0.152,0.29,0.001,0.131,207.735,163.326,117.715,194.911,0.024,0.007,0.002,0.021,0.003,0.001,0,0.003,209.37,163.885,117.835,196.329,--,--,1.55,1.504,0.986,1830.611,0.186,0.027,1843.223,--,40562761,37453,9397814,0,912824,86255,4950687,2222150,445737,384200,310409,50692638,8617653,7704829,50778893,8531398,0.684,0.001,0.158,0,0.015,0.001,0.083,0.037,0.008,0.006,0.005,0.855,0.145,0.13,0.856,0.144,14184741,787,5753680,0,0,8286,0,0,0,194766,0,0.704,0,0.286,0,0,0,0,0,0,0.01,0
2018,PacifiCorp - West,PACW,3599,46666147,18009183,93960972,39114071,10882398,4603438,1479,525,118,2357851,457540,61660,2372758,--,0.272,0.228,0.022,433.333,0.042,0.006,436.073,--,0.063,0.058,0.005,101.052,0.00980453,0.001,101.691,--,0.52,0.436,0.041,827.984,0.08,0.011,--,0,0,0.113,0.113,0,0,0.114,0.114,0,0,0.005,0.005,0,0,893.069,893.069,0,0,0.016,0.016,0,0,0.002,0.002,0,0,893.961,893.961,--,--,0,0,0.015,0.015,0,0,0.015,0.015,0,0,0.001,0.001,0,0,118.858,118.858,0,0,0.002,0.002,0,0,0,0,0,0,118.977,118.977,--,--,0.54,0.431,0.061,826.847,0.104,0.015,833.839,--,0,0,5153815,0,3346418,541587,1553286,287292,0,0,0,5153815,5728583,2382165,5695402,5186996,0,0,0.474,0,0.308,0.05,0.143,0.026,0,0,0,0.474,0.526,0.219,0.523,0.477,0,0,2369048,0,0,361719,0,0,0,0,0,0,0,0.868,0,0,0.132,0,0,0,0,0
