SEQPLT,YEAR,PSTATABB,PNAME,ORISPL,LAT,LON,PLPRMFL,PLFUELCT,NAMEPCAP,COALFLAG,TOTALPOP,RAW_D_INDEX,RAW_D_LING,RAW_D_INCOME,RAW_D_MINOR,RAW_D_OVER64,RAW_D_UNDER5,RAW_D_LESSHS,N_D_INDEX_PER,N_D_LING_PER,N_D_INCOME_PER,N_D_MINOR_PER,N_D_OVER64_PER,N_D_UNDER5_PER,N_D_LESSHS_PER,S_D_INDEX_PER,S_D_LING_PER,S_D_INCOME_PER,S_D_MINOR_PER,S_D_OVER64_PER,S_D_UNDER5_PER,S_D_LESSHS_PER,N_D_INDEX,N_D_LING,N_D_INCOME,N_D_MINOR,N_D_OVER64,N_D_UNDER5,N_D_LESSHS,S_D_INDEX,S_D_LING,S_D_INCOME,S_D_MINOR,S_D_OVER64,S_D_UNDER5,S_D_LESSHS,DISTANCE
9464,2021,PR,Rio Blanco,61236,18.268,-65.794,WAT,HYDRO,5,,3482,0.93,0.86,0.87,1,0.26,0.03,0.43,99,99,98,97,83,29,97,77,88,75,31,71,46,93,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9465,2021,PR,San Fermin Solar Farm Hybrid,61110,18.4115,-65.9045,SUN,SOLAR,27.6,,40355,0.88,0.73,0.76,1,0.17,0.04,0.23,98,99,96,97,55,45,84,51,58,49,51,31,65,53,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9466,2021,PR,Toa Baja MSWL,61122,18.422147,-66.20186,LFG,BIOMASS,2.4,,132814,0.8,0.58,0.61,0.99,0.19,0.04,0.16,95,98,88,96,65,36,73,26,26,25,27,43,55,36,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9467,2021,PR,Toro Negro,61231,18.1317,-66.488,WAT,HYDRO,8.5,,19675,0.9,0.73,0.81,1,0.18,0.05,0.2,98,99,97,97,60,49,81,63,56,62,31,36,68,47,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9468,2021,PR,USCG Puerto Rico PV,61273,18.498007,-67.13052,SUN,SOLAR,2.3,,23320,0.84,0.56,0.7,0.97,0.2,0.03,0.23,97,98,94,94,68,28,84,37,22,39,14,47,45,54,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9469,2021,PR,Vega Baja,61232,18.446,-66.391,DFO,OIL,42,,42337,0.87,0.67,0.77,0.98,0.2,0.05,0.27,98,99,96,95,68,47,88,49,41,52,16,47,67,66,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9470,2021,PR,Vieques,61233,18.152679,-65.43176,RFO,OIL,6.6,,7728,0.88,0.74,0.83,0.94,0.21,0.05,0.32,98,99,98,91,69,53,92,54,61,67,6,48,73,75,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9471,2021,PR,Yabucoa,61234,18.047,-65.864,DFO,OIL,42,,19754,0.89,0.72,0.78,1,0.22,0.03,0.26,98,99,96,97,72,35,87,55,56,55,31,53,53,62,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9472,2021,PR,Yauco,61235,18.1105,-66.871,WAT,HYDRO,34,,3587,0.96,0.82,0.92,1,0.2,0.04,0.35,99,99,99,97,69,36,94,86,79,85,30,48,55,83,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.83,0.68,0.72,0.99,0.2,0.04,0.22,3
9473,2021,RI,10 Briggs Solar NG LLC (East),62781,41.63269,-71.49625,SUN,SOLAR,5,,23729,0.15,0.01,0.16,0.14,0.21,0.05,0.05,21,60,28,31,72,48,32,36,50,37,41,70,55,32,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9474,2021,RI,A Street 1,64114,41.797953,-71.546775,SUN,SOLAR,1.2,,15779,0.13,0.01,0.12,0.14,0.22,0.04,0.06,16,60,21,30,75,35,41,30,51,27,41,73,45,42,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9475,2021,RI,A Street 2,64111,41.797544,-71.545929,SUN,SOLAR,1.6,,16259,0.13,0.01,0.12,0.14,0.22,0.04,0.06,17,60,21,30,75,36,41,31,51,27,41,72,45,42,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9476,2021,RI,Alton Road Solar,64723,41.407547,-71.748328,SUN,SOLAR,13.9,,6431,0.08,0,0.13,0.03,0.17,0.02,0.07,7,0,23,9,57,22,45,14,0,30,11,53,31,45,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9477,2021,RI,Blackhorse Farm Solar LLC CSG,63944,41.7186,-71.2342,SUN,SOLAR,3.8,,31117,0.11,0.04,0.16,0.06,0.21,0.03,0.11,13,72,29,17,72,30,60,25,66,38,22,70,39,60,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9478,2021,RI,Blackstone/Tupperware,50177,42.014467,-71.5444,WAT,HYDRO,1.6,,54951,0.32,0.04,0.35,0.3,0.15,0.07,0.14,55,73,61,50,48,65,67,68,66,72,63,44,72,68,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9479,2021,RI,Block Island,6567,41.175556,-71.5711,DFO,OIL,7.1,,871,0.16,0,0.27,0.06,0.22,0.02,0.02,24,0,48,17,73,22,19,40,0,59,22,71,31,18,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9480,2021,RI,Block Island Wind Farm,58035,41.114722,-71.521111,WND,WIND,30,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9481,2021,RI,Brookside,60451,41.987579,-71.583963,SUN,SOLAR,1,,17626,0.21,0.03,0.22,0.2,0.17,0.04,0.09,35,67,40,39,56,43,53,51,60,50,54,52,53,53,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9482,2021,RI,CED Foster,61499,41.795,-71.787,SUN,SOLAR,2,,3146,0.15,0,0.16,0.14,0.17,0.04,0.09,20,0,28,30,58,45,51,36,0,37,40,54,53,51,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9483,2021,RI,Central Power Plant,50621,41.744973,-71.458415,NG,GAS,11,,77883,0.23,0.02,0.2,0.25,0.18,0.06,0.09,38,66,37,45,61,56,53,54,59,47,59,57,64,53,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9484,2021,RI,Forbes Street Solar,58583,41.773056,-71.338889,SUN,SOLAR,3,,48103,0.17,0.03,0.17,0.17,0.19,0.06,0.08,25,68,31,35,62,55,47,42,62,39,47,59,63,48,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9485,2021,RI,Foster Solar,65637,41.84242,-71.71459,SUN,SOLAR,1.2,,3920,0.12,0,0.14,0.1,0.18,0.06,0.04,14,0,26,23,59,56,31,27,0,34,31,55,64,32,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9486,2021,RI,Founders Homestead Farms Solar,62302,41.57677,-71.2782,SUN,SOLAR,4.5,,14853,0.14,0.01,0.13,0.15,0.22,0.02,0.04,19,0,24,31,73,25,29,33,0,31,43,72,34,30,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9487,2021,RI,GD Glocester White Oak I LLC,64334,41.861544,-71.596239,SUN,SOLAR,1.8,,14522,0.07,0.01,0.09,0.06,0.26,0.03,0.05,6,58,15,15,83,35,32,12,49,19,20,81,44,32,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9488,2021,RI,GD Hopkinton Main I LLC,63893,41.438293,-71.781092,SUN,SOLAR,10.6,,6056,0.09,0,0.16,0.02,0.15,0.04,0.07,8,0,29,7,49,39,42,17,0,37,8,45,48,43,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9489,2021,RI,GD Johnson Scituate I LLC,65473,41.807129,-71.505379,SUN,SOLAR,4.3,,71653,0.37,0.09,0.31,0.43,0.16,0.06,0.12,61,83,56,62,54,55,63,73,79,66,74,50,63,65,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9490,2021,RI,GD Richmond Buttonwoods I LLC,62567,41.522911,-71.684093,SUN,SOLAR,1.3,,4700,0.11,0,0.15,0.07,0.15,0.06,0.08,12,0,27,17,49,58,50,24,0,36,22,45,65,50,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9491,2021,RI,GD West Greenwich Victory I LLC,62568,41.657866,-71.687478,SUN,SOLAR,1.8,,4294,0.09,0.01,0.13,0.05,0.17,0.02,0.07,8,59,23,13,56,17,44,17,50,31,16,52,24,44,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9492,2021,RI,GDIM 1 LLC,65474,41.966678,-71.525993,SUN,SOLAR,9.6,,37290,0.33,0.05,0.35,0.31,0.16,0.06,0.15,56,75,61,52,52,59,70,69,69,72,64,48,67,71,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9493,2021,RI,GDIM 2 LLC,65475,41.967314,-71.519606,SUN,SOLAR,9.6,,41020,0.33,0.05,0.35,0.32,0.16,0.06,0.15,56,74,62,52,52,61,71,69,68,72,65,48,68,71,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9494,2021,RI,GDIM 3 LLC,65476,41.963066,-71.516929,SUN,SOLAR,9.6,,37532,0.31,0.05,0.33,0.3,0.16,0.06,0.14,53,74,59,50,52,62,69,67,68,70,63,48,70,70,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9495,2021,RI,GDIM 4 LLC,65477,41.963066,-71.516929,SUN,SOLAR,9.6,,37532,0.31,0.05,0.33,0.3,0.16,0.06,0.14,53,74,59,50,52,62,69,67,68,70,63,48,70,70,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9496,2021,RI,Gold Meadow Farms,64108,41.734903,-71.528175,SUN,SOLAR,16.2,,45850,0.19,0.02,0.23,0.14,0.16,0.06,0.09,29,62,42,31,52,58,52,46,54,52,42,48,65,52,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9497,2021,RI,Green Providence Wind I LLC,65478,41.789486,-71.384771,WND,WIND,1.5,,135573,0.44,0.1,0.38,0.5,0.14,0.05,0.17,68,85,65,66,43,53,74,78,81,75,77,39,61,76,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9498,2021,RI,Green Providence Wind II LLC,65479,41.786045,-71.385542,WND,WIND,3,,131533,0.43,0.1,0.37,0.49,0.14,0.06,0.16,68,85,64,66,43,56,74,77,81,74,77,39,64,75,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9499,2021,RI,Hope Farm Solar LLC,61840,41.7479,-71.5263,SUN,SOLAR,10,,38898,0.16,0.01,0.18,0.14,0.15,0.05,0.08,24,58,34,31,49,55,50,39,49,42,42,45,62,51,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9500,2021,RI,Hopkins Hill CSG,63136,41.61609,-71.566825,SUN,SOLAR,9.5,,6040,0.12,0,0.08,0.15,0.17,0.06,0.08,13,0,14,32,57,61,47,26,0,16,44,54,68,47,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9501,2021,RI,Hopkinton Phase 2,63191,41.443293,-71.791133,SUN,SOLAR,2.5,,5431,0.09,0,0.17,0.02,0.15,0.04,0.06,9,0,30,7,48,45,40,19,0,38,8,44,53,41,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9502,2021,RI,ISM Solar Cranston CSG,63718,41.735147,-71.46304,SUN,SOLAR,3.1,,66724,0.2,0.02,0.19,0.2,0.19,0.05,0.09,32,62,35,39,64,51,51,48,54,44,53,61,59,52,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9503,2021,RI,Johnston LFG Turbine Plant,59254,41.803333,-71.523333,LFG,BIOMASS,35.7,,31861,0.17,0.02,0.18,0.17,0.21,0.04,0.07,27,64,33,34,72,38,43,44,57,42,47,70,47,43,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9504,2021,RI,Johnston Solar,59858,41.800906,-71.559472,SUN,SOLAR,1.5,,9473,0.09,0.02,0.08,0.1,0.2,0.03,0.06,8,61,12,24,68,28,38,17,53,15,33,67,38,40,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9505,2021,RI,Kearsarge East Providence,64783,41.833746,-71.369746,SUN,SOLAR,2,,126239,0.37,0.08,0.32,0.41,0.15,0.05,0.15,61,82,57,60,48,49,71,72,78,67,74,44,56,71,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9506,2021,RI,Kearsarge Fogland,64782,41.555955,-71.188221,SUN,SOLAR,2.4,,4182,0.07,0,0.11,0.02,0.26,0.04,0.06,5,0,20,7,83,38,41,10,0,24,8,82,47,42,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9507,2021,RI,Kearsarge SKSC1 LLC,62551,41.471571,-71.494452,SUN,SOLAR,3.8,,28074,0.17,0.01,0.18,0.14,0.17,0.03,0.05,26,57,33,31,55,32,35,42,49,42,42,51,41,37,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9508,2021,RI,Kearsarge SKSC2 LLC,62558,41.498281,-71.533414,SUN,SOLAR,3.1,,15812,0.16,0,0.11,0.15,0.13,0.03,0.05,23,0,18,33,42,31,36,38,0,23,45,37,40,38,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9509,2021,RI,Kearsarge Westerly,64781,41.385761,-71.732202,SUN,SOLAR,4,,5681,0.1,0.01,0.16,0.05,0.21,0.02,0.08,11,57,29,14,70,20,47,23,0,37,17,68,27,48,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9510,2021,RI,Kilvert,64113,41.727505,-71.449611,SUN,SOLAR,4.7,,70804,0.19,0.01,0.19,0.18,0.19,0.05,0.08,30,60,36,36,65,48,51,46,51,45,49,63,55,51,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9511,2021,RI,Little Bay,60495,41.799201,-71.436048,SUN,SOLAR,1.3,,202291,0.5,0.12,0.4,0.6,0.13,0.06,0.16,74,87,69,73,40,58,73,82,84,78,82,36,65,75,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9512,2021,RI,Manchester Street Station,3236,41.8167,-71.4042,NG,GAS,515,,214649,0.51,0.13,0.41,0.6,0.13,0.06,0.17,75,88,70,73,38,58,76,82,84,79,82,34,66,77,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9513,2021,RI,Nautilus Goat Island Solar LLC (CSG),62672,41.941786,-71.662038,SUN,SOLAR,2.5,,13117,0.12,0.01,0.14,0.09,0.15,0.07,0.09,14,59,25,22,50,68,51,26,50,34,29,46,73,52,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9514,2021,RI,NBC Fields Point Wind Farm,59692,41.79413,-71.38919,WND,WIND,4.5,,150673,0.44,0.1,0.38,0.5,0.14,0.05,0.17,69,85,66,67,44,52,74,78,82,75,77,41,59,76,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9515,2021,RI,North Providence,64085,41.869826,-71.476493,SUN,SOLAR,2,,82870,0.29,0.04,0.26,0.31,0.16,0.06,0.09,50,73,47,51,54,56,53,64,67,58,64,50,64,53,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9516,2021,RI,North Smithfield Solar Power 1,61461,41.9759,-71.586,SUN,SOLAR,2,,11996,0.12,0,0.13,0.11,0.18,0.03,0.08,14,0,23,26,61,34,50,27,0,30,35,57,43,51,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9517,2021,RI,Ocean State Power,51030,42.009722,-71.668909,NG,GAS,254.2,,6206,0.08,0,0.09,0.07,0.13,0.06,0.05,7,0,15,19,41,58,34,14,0,18,26,36,65,35,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9518,2021,RI,Ocean State Power II,54324,42.0099,-71.6701,NG,GAS,254.2,,6170,0.08,0,0.09,0.07,0.13,0.06,0.05,7,0,14,19,41,58,33,14,0,17,25,36,65,35,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9519,2021,RI,Orbit Energy RI,60831,41.8054,-71.514166,OBG,BIOMASS,3.2,,46771,0.26,0.06,0.24,0.28,0.2,0.05,0.09,45,78,44,49,66,47,52,60,73,55,62,63,55,52,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9520,2021,RI,Pawtucket Power Associates LP,54056,41.861531,-71.406856,NG,GAS,68.8,,194424,0.43,0.1,0.36,0.5,0.13,0.06,0.16,68,84,63,67,39,58,72,77,81,73,77,35,65,73,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9521,2021,RI,Pine Hill,63997,41.821004,-71.562498,SUN,SOLAR,5,,10894,0.08,0.01,0.08,0.08,0.23,0.03,0.05,7,60,14,21,75,26,35,15,51,17,28,73,35,37,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9522,2021,RI,Plainfield Pike,64116,41.793111,-71.553484,SUN,SOLAR,2,,11832,0.11,0.01,0.09,0.12,0.2,0.03,0.06,11,60,14,28,67,34,40,23,52,17,38,66,44,42,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9523,2021,RI,Rhode Island Hospital,52024,41.8103,-71.41,NG,GAS,10.4,,219057,0.5,0.13,0.41,0.6,0.12,0.06,0.17,75,88,69,73,37,58,75,82,84,78,82,33,65,77,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9524,2021,RI,Rhode Island State Energy Center,55107,41.8017,-71.5186,NG,GAS,596,,36944,0.21,0.04,0.2,0.21,0.21,0.04,0.08,34,72,36,41,71,41,46,50,66,46,55,70,49,47,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9525,2021,RI,Richmond NMCA,62301,41.440191,-71.715387,SUN,SOLAR,4,,3688,0.07,0.01,0.11,0.03,0.17,0.03,0.05,5,57,19,9,58,28,35,11,49,24,12,54,38,37,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9526,2021,RI,Ridgewood Providence Power,50365,41.8069,-71.53,LFG,BIOMASS,6.4,,27757,0.17,0.02,0.17,0.16,0.21,0.04,0.06,25,62,31,34,71,38,39,41,55,39,46,70,47,41,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9527,2021,RI,Roger Williams - Melville at Portsmouth,64299,41.579508,-71.273083,SUN,SOLAR,3,,15360,0.13,0,0.13,0.14,0.22,0.02,0.04,17,0,23,30,74,25,30,31,0,30,40,72,34,31,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9528,2021,RI,Smithfield Solar Farm LLC,64549,41.92237,-71.520368,SUN,SOLAR,2.4,,13842,0.12,0.02,0.12,0.13,0.18,0.03,0.1,14,64,22,29,61,27,58,27,57,28,39,58,36,58,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9529,2021,RI,Thundermist Hydro,54688,41.99897,-71.517434,WAT,HYDRO,1.2,,61754,0.33,0.05,0.35,0.31,0.15,0.07,0.14,55,74,61,51,50,66,69,68,68,72,63,46,72,70,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9530,2021,RI,Tiverton Power LLC,55048,41.6422,-71.1706,NG,GAS,272.5,,34197,0.22,0.06,0.29,0.15,0.18,0.05,0.16,37,77,52,32,60,52,73,56,69,71,39,60,58,80,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.26,0.06,0.22,0.29,0.17,0.05,0.09,3
9531,2021,RI,Toray Plastic Americas CHP Plant,61857,41.593802,-71.427609,NG,GAS,20,,13316,0.17,0.01,0.21,0.13,0.21,0.05,0.05,26,58,39,29,71,46,32,43,49,49,39,70,54,32,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9532,2021,RI,Town of Burrillville Solar CSG,62898,41.954239,-71.661196,SUN,SOLAR,3.3,,13184,0.12,0.01,0.14,0.1,0.15,0.07,0.09,14,57,25,23,49,70,53,27,49,34,32,45,75,53,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9533,2021,RI,TPE Hopkins Solar Holdings1 LLC,64605,41.61609,-71.566825,SUN,SOLAR,4.8,,6040,0.12,0,0.08,0.15,0.17,0.06,0.08,13,0,14,32,57,61,47,26,0,16,44,54,68,47,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9534,2021,RI,University Solar LLC,63668,41.6133,-71.6593,SUN,SOLAR,24,,2545,0.07,0.01,0.08,0.05,0.18,0.01,0.08,5,59,14,13,59,13,48,10,50,17,17,55,18,48,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9535,2021,RI,WED Coventry 1,59301,41.675833,-71.7075,WND,WIND,1.5,,4376,0.09,0.01,0.14,0.04,0.17,0.02,0.08,9,58,25,12,56,22,50,18,49,33,15,53,30,50,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9536,2021,RI,WED Coventry 2,59302,41.6725,-71.705833,WND,WIND,4.5,,4370,0.09,0.01,0.14,0.04,0.17,0.02,0.08,9,58,25,12,57,21,49,17,49,33,16,53,28,49,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9537,2021,RI,WED Coventry 3,59305,41.695556,-71.720833,WND,WIND,1.5,,3444,0.1,0.01,0.15,0.05,0.19,0.03,0.09,11,58,28,14,65,29,52,22,49,36,17,62,39,53,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9538,2021,RI,WED Coventry 4,59306,41.686389,-71.728333,WND,WIND,1.5,,3187,0.09,0.01,0.14,0.04,0.18,0.02,0.09,9,58,25,12,60,25,54,18,49,34,16,56,34,53,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9539,2021,RI,WED Coventry 5,59313,41.659722,-71.699722,WND,WIND,1.5,,4185,0.09,0.01,0.13,0.05,0.17,0.02,0.08,8,58,24,13,55,19,47,17,49,31,16,50,25,48,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9540,2021,RI,WED Coventry 6,59314,41.669722,-71.708333,WND,WIND,4.5,,4284,0.09,0.01,0.14,0.04,0.17,0.02,0.08,9,58,24,12,56,21,49,17,49,32,16,53,27,50,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9541,2021,RI,WED Coventry Seven LLC,64333,41.697563,-71.722267,SUN,SOLAR,3,,3076,0.1,0.01,0.15,0.05,0.2,0.03,0.09,11,58,27,14,66,30,53,22,49,36,18,64,40,53,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9542,2021,RI,WED Green Hill LLC,62106,41.79785,-71.529736,WND,WIND,3,,26773,0.16,0.02,0.16,0.16,0.22,0.04,0.06,24,62,30,33,74,37,42,39,53,38,46,72,47,43,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9543,2021,RI,WED GW Solar LLC,62118,41.937033,-71.487574,SUN,SOLAR,3,,23218,0.15,0.01,0.14,0.16,0.18,0.06,0.08,20,60,26,34,59,58,48,35,52,34,46,55,65,49,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9544,2021,RI,WED Kingstown Solar I - East Array,61622,41.492253,-71.619114,SUN,SOLAR,3,,4860,0.06,0,0.06,0.07,0.15,0.05,0.03,4,0,9,17,48,48,24,8,0,9,22,44,55,23,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
9545,2021,RI,WED Kingstown Solar I LLC - West,61612,41.49175,-71.624581,SUN,SOLAR,1.5,,5074,0.06,0,0.06,0.07,0.15,0.05,0.03,4,0,9,17,47,48,24,8,0,9,22,43,55,23,0.35,0.05,0.3,0.4,0.16,0.06,0.12,0.28,0.05,0.26,0.29,0.17,0.05,0.11,3
