YEAR,BANAME,BACODE,BANAMEPCAP,BAHTIAN,BAHTIOZ,BAHTIANT,BAHTIOZT,BANGENAN,BANGENOZ,BANOXAN,BANOXOZ,BASO2AN,BACO2AN,BACH4AN,BAN2OAN,BACO2EQA,BAHGAN,BANOXRTA,BANOXRTO,BASO2RTA,BACO2RTA,BACH4RTA,BAN2ORTA,BAC2ERTA,BAHGRTA,BANOXRA,BANOXRO,BASO2RA,BACO2RA,BACH4RA,BAN2ORA,BAC2ERA,BAHGRA,BANOXCRT,BANOXCRO,BASO2CRT,BACO2CRT,BACH4CRT,BAN2OCRT,BAC2ECRT,BAHGCRT,BACNOXRT,BAONOXRT,BAGNOXRT,BAFSNXRT,BACNXORT,BAONXORT,BAGNXORT,BAFSNORT,BACSO2RT,BAOSO2RT,BAGSO2RT,BAFSS2RT,BACCO2RT,BAOCO2RT,BAGCO2RT,BAFSC2RT,BACCH4RT,BAOCH4RT,BAGCH4RT,BAFCH4RT,BACN2ORT,BAON2ORT,BAGN2ORT,BAFN2ORT,BACC2ERT,BAOC2ERT,BAGC2ERT,BAFSC2ERT,BACHGRT,BAFSHGRT,BACNOXR,BAONOXR,BAGNOXR,BAFSNXR,BACNXOR,BAONXOR,BAGNXOR,BAFSNOR,BACSO2R,BAOSO2R,BAGSO2R,BAFSS2R,BACCO2R,BAOCO2R,BAGCO2R,BAFSC2R,BACCH4R,BAOCH4R,BAGCH4R,BAFCH4R,BACN2OR,BAON2OR,BAGN2OR,BAFN2OR,BACC2ER,BAOC2ER,BAGC2ER,BAFSC2ER,BACHGR,BAFSHGR,BANBNOX,BANBNXO,BANBSO2,BANBCO2,BANBCH4,BANBN2O,BANBC2E,BANBHG,BAGENACL,BAGENAOL,BAGENAGS,BAGENANC,BAGENAHY,BAGENABM,BAGENAWI,BAGENASO,BAGENAGT,BAGENAOF,BAGENAOP,BAGENATN,BAGENATR,BAGENATH,BAGENACY,BAGENACN,BACLPR,BAOLPR,BAGSPR,BANCPR,BAHYPR,BABMPR,BAWIPR,BASOPR,BAGTPR,BAOFPR,BAOPPR,BATNPR,BATRPR,BATHPR,BACYPR,BACNPR,BANBGNCL,BANBGNOL,BANBGNGS,BANBGNNC,BANBGNHY,BANBGNBM,BANBGNWI,BANBGNSO,BANBGNGT,BANBGNOF,BANBGNOP,BANBCLPR,BANBOLPR,BANBGSPR,BANBNCPR,BANBHYPR,BANBBMPR,BANBWIPR,BANBSOPR,BANBGTPR,BANBOFPR,BANBOPPR
2019,California Independent System Operator,CISO,96368,589448533,243465925,1461509575,697822483,171873306,80905449,33333,14242,2143,31384376,4654679,575483,31523395,--,0.388,0.352,0.025,365.204,0.027,0.003,366.821,--,0.113,0.117,0.007,106.487,0.008,0.001,106.959,--,0.867,0.787,0.056,815.842,0.06,0.007,819.456,--,1.241,10.376,0.694,0.713,1.386,9.524,0.742,0.761,0.003,0.674,0.008,0.009,1148.629,1845.251,840.707,843.595,0.1292,0.0213,0.0161,0.0165,0.0188,0.0041,0.0016,0.0017,1157.449,1847.011,841.579,844.497,--,--,0.222,1.083,0.096,0.099,0.223,1.02,0.101,0.104,0.001,0.07,0.001,0.001,205.81,192.588,116.712,117.137,0.0231,0.0022,0.0022,0.0023,0.0034,0.0004,0.0002,0.0002,207.391,192.771,116.833,117.262,--,--,0.797,0.85,0.024,854.099,0.046,0.006,856.887,--,240456,47617,69827484,16165384,28829085,5423132,13473161,28727805,7740498,997597,401088,87679626,84193681,55364596,76937373,94935933,0.001,0,0.406,0.094,0.168,0.032,0.078,0.167,0.045,0.006,0.002,0.51,0.49,0.322,0.448,0.552,143111,101681,41044579,0,0,1733805,0,0,0,0,0,0.003,0.002,0.954,0,0,0.04,0,0,0,0,0
2019,Chugach Electric Assn Inc,CEA,662,7376804,2926224,8216750,3270428,947311,375016,1180,468,12,431134,16263,1626,431579,--,2.492,2.497,0.025,910.227,0.017,0.002,911.167,--,0.32,0.32,0.003,116.889,0.002,0,117.01,--,2.767,2.773,0.028,1010.879,0.019,0.002,1011.924,--,0,0,2.767,2.767,0,0,2.784,2.784,0,0,0.028,0.028,0,0,1010.879,1010.879,0,0,0.0191,0.0191,0,0,0.0019,0.0019,0,0,1011.924,1011.924,--,--,0,0,0.32,0.32,0,0,0.32,0.32,0,0,0.003,0.003,0,0,116.889,116.889,0,0,0.0022,0.0022,0,0,0.0002,0.0002,0,0,117.01,117.01,--,--,2.942,2.958,0.029,1074.644,0.02,0.002,1075.755,--,0,0,852988,0,46102,0,48221,0,0,0,0,852988,94323,48221,852988,94323,0,0,0.9,0,0.049,0,0.051,0,0,0,0,0.9,0.1,0.051,0.9,0.1,0,0,524892,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,City of Homestead,HST,58,794,410,794,410,-512,-266,1,1,0,46,5,1,47,--,-5,-4.977,-0.449,-181.482,-0.01,-0.002,-182.345,--,3.224,3.229,0.29,117.025,0.007,0.001,117.582,--,-5,-4.977,-0.449,-181.48,-0.01,-0.002,-182.344,--,0,0,-5,-5,0,0,-4.977,-4.977,0,0,-0.449,-0.449,0,0,-181.482,-181.482,0,0,-0.0102,-0.0102,0,0,-0.002,-0.002,0,0,-182.345,-182.345,--,--,0,0,3.224,3.224,0,0,3.229,3.229,0,0,0.29,0.29,0,0,117.025,117.025,0,0,0.0066,0.0066,0,0,0.0013,0.0013,0,0,117.582,117.582,--,--,0,0,0,0,0,0,0,--,0,-510,-2,0,0,0,0,0,0,0,0,-512,0,0,-512,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
2019,City of Tacoma Department of Public Utilities Light Division,TPWR,831,1984058,916834,16340414,6808774,1899956,803632,144,67,385,2089,56125,12180,4606,--,0.152,0.167,0.405,2.199,0.03,0.006,4.848,--,0.145,0.146,0.388,2.106,0.028,0.006,4.643,--,1.001,1.103,2.676,14.52,0.195,0.042,32.008,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,1.001,0.945,2.676,14.52,0.195,0.042,32.008,--,0,730,3995,0,1612168,283064,0,0,0,0,0,4724,1895232,283064,287788,1612168,0,0,0.002,0,0.849,0.149,0,0,0,0,0,0.002,0.998,0.149,0.151,0.849,0,0,0,0,0,137505,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2019,City of Tallahassee,TAL,1545,19987832,9315590,20339508,9470115,2940845,1395036,485,231,6,1187646,51224,5122,1189050,--,0.33,0.331,0.004,807.69,0.017,0.002,808.645,--,0.049,0.05,0.001,118.837,0.003,0,118.977,--,0.334,0.336,0.004,818.684,0.018,0.002,819.652,--,0,0,0.334,0.334,0,0,0.335,0.335,0,0,0.004,0.004,0,0,818.684,818.684,0,0,0.0177,0.0177,0,0,0.0018,0.0018,0,0,819.652,819.652,--,--,0,0,0.049,0.049,0,0,0.05,0.05,0,0,0.001,0.001,0,0,118.837,118.837,0,0,0.0026,0.0026,0,0,0.0003,0.0003,0,0,118.977,118.977,--,--,0.363,0.362,0.004,827.609,0.018,0.002,828.581,--,0,0,2901353,0,0,0,0,39492,0,0,0,2901353,39492,39492,2901353,39492,0,0,0.987,0,0,0,0,0.013,0,0,0,0.987,0.013,0.013,0.987,0.013,0,0,2416090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,Constellation Energy Control and Dispatch LLC,CSTO,689,31517371,12002982,31517371,12002982,4298264,1632155,241,91,9,1873029,68515,6851,1874907,--,0.112,0.112,0.004,871.528,0.016,0.002,872.402,--,0.015,0.015,0.001,118.857,0.002,0,118.976,--,0.112,0.112,0.004,871.528,0.016,0.002,872.402,--,0,0,0.112,0.112,0,0,0.112,0.112,0,0,0.004,0.004,0,0,871.528,871.528,0,0,0.0159,0.0159,0,0,0.0016,0.0016,0,0,872.402,872.402,--,--,0,0,0.015,0.015,0,0,0.015,0.015,0,0,0.001,0.001,0,0,118.857,118.857,0,0,0.0022,0.0022,0,0,0.0002,0.0002,0,0,118.976,118.976,--,--,0.112,0.112,0.004,871.528,0.016,0.002,872.402,--,0,0,4298264,0,0,0,0,0,0,0,0,4298264,0,0,4298264,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,632318,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,Duke Energy Carolinas,DUK,38899,455925102,235678173,1148055715,530037058,120675585,55360929,20882,11562,10202,35698407,5335069,756251,35877749,--,0.346,0.418,0.169,591.643,0.044,0.006,594.615,--,0.092,0.098,0.045,156.598,0.012,0.002,157.384,--,0.77,0.93,0.376,1317.058,0.098,0.014,1323.674,--,1.646,7.556,0.152,0.774,1.681,6.026,0.15,0.855,0.904,0.594,0.004,0.377,1961.431,2185.902,880.117,1327.869,0.2207,0.0498,0.0131,0.0989,0.0321,0.0067,0.0013,0.014,1976.503,2189.135,880.835,1334.523,--,--,0.169,0.433,0.021,0.092,0.171,0.37,0.02,0.099,0.093,0.034,0.001,0.045,200.791,125.26,118.891,158.342,0.0226,0.0029,0.0018,0.0118,0.0033,0.0004,0.0002,0.0017,202.334,125.445,118.988,159.136,--,--,0.829,0.92,0.397,1374.091,0.106,0.015,1381.268,--,20920866,113381,32732375,61066543,1999344,442712,0,3400364,0,0,0,114833165,5842421,3843077,54209334,66466252,0.173,0.001,0.271,0.506,0.017,0.004,0,0.028,0,0,0,0.952,0.048,0.032,0.449,0.551,16961050,28238,20291016,0,0,156430,0,0,0,0,0,0.453,0.001,0.542,0,0,0.004,0,0,0,0,0
2019,Duke Energy Florida Inc,FPC,22918,350926745,175979670,354161525,177493145,42696390,21515754,10405,5429,4107,22531156,2962502,389761,22626261,--,0.487,0.505,0.192,1055.413,0.069,0.009,1059.868,--,0.059,0.062,0.023,128.409,0.008,0.001,128.951,--,0.492,0.509,0.194,1064.469,0.07,0.009,1068.962,--,0.391,12.982,0.313,0.343,0.438,12.98,0.296,0.345,0.425,7.309,0.011,0.164,1212.931,2363.708,980.12,1066.1,0.0819,0.0957,0.018,0.0416,0.0114,0.0191,0.0018,0.0054,1218.387,2371.806,981.11,1068.738,--,--,0.05,0.897,0.038,0.042,0.053,0.897,0.037,0.043,0.054,0.505,0.001,0.02,154.722,163.326,118.96,131.744,0.0105,0.0066,0.0022,0.0051,0.0015,0.0013,0.0002,0.0007,155.418,163.885,119.08,132.07,--,--,0.408,0.413,0.189,1075.721,0.053,0.007,1079.144,--,4298915,62378,36476606,0,6685,1397917,0,356569,0,0,97320,40935219,1761171,1754486,42333136,363254,0.101,0.001,0.854,0,0,0.033,0,0.008,0,0,0.002,0.959,0.041,0.041,0.991,0.009,11939893,3292,18825526,0,0,551292,0,0,0,0,0,0.381,0,0.601,0,0,0.018,0,0,0,0,0
2019,Duke Energy Progress East,CPLE,23042,242832836,117776387,572134614,262005028,58947761,27005622,10639,5519,11382,18002516,3930026,562414,18123297,--,0.361,0.409,0.386,610.796,0.067,0.01,614.893,--,0.088,0.094,0.094,148.271,0.016,0.002,149.266,--,0.784,0.888,0.839,1326.886,0.145,0.021,1335.788,--,1.426,125.527,0.202,0.712,1.432,99.815,0.199,0.794,1.252,32.095,0.005,0.522,2176.872,11815.61,908.334,1434.062,0.2557,0.3528,0.017,0.1159,0.0375,0.0706,0.0017,0.0165,2194.425,11845.452,909.269,1441.881,--,--,0.13,1.725,0.026,0.079,0.133,1.94,0.026,0.087,0.114,0.441,0.001,0.058,198.58,162.344,118.869,159.012,0.0233,0.0048,0.0022,0.0128,0.0034,0.001,0.0002,0.0018,200.181,162.754,118.992,159.879,--,--,0.838,0.91,0.814,1471.564,0.15,0.021,1481.559,--,9656810,78680,14726234,28703669,683687,2135486,0,2425412,0,324922,212862,53703177,5244585,4560898,27134994,31812768,0.164,0.001,0.25,0.487,0.012,0.036,0,0.041,0,0.006,0.004,0.911,0.089,0.077,0.46,0.54,8706494,1683,8925621,0,0,1017644,0,0,0,0,0,0.467,0,0.479,0,0,0.055,0,0,0,0,0
2019,Duke Energy Progress West,CPLW,35,0,0,291014,162431,32680,18240,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,--,,,,,,,,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,32680,0,0,0,0,32680,32680,0,32680,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,El Paso Electric Company,EPE,2706,52434517,27297553,56416791,29224789,5730088,3056978,2857,1529,20,3103406,115856,11589,3106581,--,0.997,1,0.007,1083.197,0.02,0.002,1084.305,--,0.109,0.112,0.001,118.373,0.002,0,118.494,--,1.082,1.085,0.007,1174.889,0.022,0.002,1176.091,--,0,20,1.085,1.085,0,12.857,1.079,1.079,0,1.824,0.006,0.006,0,874.882,1178.388,1178.384,0,0.0413,0.022,0.022,0,0.0083,0.0022,0.0022,0,878.382,1179.593,1179.589,--,--,0,3.203,0.109,0.109,0,3.209,0.112,0.112,0,0.292,0.001,0.001,0,140.105,118.811,118.811,0,0.0066,0.0022,0.0022,0,0.0013,0.0002,0.0002,0,140.666,118.933,118.933,--,--,1.058,1.058,0.007,1181.8,0.022,0.002,1183.01,--,0,459,5266765,0,0,15669,132292,314903,0,0,0,5267224,462864,462864,5282893,447195,0,0,0.919,0,0,0.003,0.023,0.055,0,0,0,0.919,0.081,0.081,0.922,0.078,0,68,4412644,0,0,6295,0,0,0,0,0,0,0,0.999,0,0,0.001,0,0,0,0,0
